OTU	amplicon	SRR1808870	total
1212	SRR11808870:1218900.655058	1	1
1213	SRR11808870:1220060.636595	1	1
1215	SRR11808870:1220780.623232	2	2
1218	SRR11808870:1221920.606894	2	2
1219	SRR11808870:1222010.649470	1	1
1220	SRR11808870:1222100.689779	2	2
1222	SRR11808870:1222770.630495	1	1
1223	SRR11808870:1224150.615873	1	1
1230	SRR11808870:1228940.608134	1	1
1232	SRR11808870:1230230.640136	1	1
1236	SRR11808870:1233120.634065	1	1
1237	SRR11808870:1233810.619133	2	2
1240	SRR11808870:1235020.675577	1	1
1242	SRR11808870:1237380.708010	1	1
1243	SRR11808870:123780.603128	1	1
1244	SRR11808870:1237800.691518	1	1
1245	SRR11808870:1238040.631937	1	1
1246	SRR11808870:1238270.605676	1	1
1250	SRR11808870:1239560.628497	1	1
1251	SRR11808870:1240130.614876	1	1
1252	SRR11808870:1241050.609263	2	2
1253	SRR11808870:1241160.632321	1	1
1256	SRR11808870:1242250.651427	1	1
1258	SRR11808870:1242630.730338	2	2
1259	SRR11808870:1243190.600197	1	1
1260	SRR11808870:1243200.674621	2	2
1267	SRR11808870:1247360.607924	2	2
1268	SRR11808870:1249720.621362	1	1
1271	SRR11808870:1250930.601458	1	1
1272	SRR11808870:1251480.617324	1	1
1275	SRR11808870:1252250.683740	1	1
1277	SRR11808870:1253290.699802	1	1
1280	SRR11808870:1254370.732204	1	1
1281	SRR11808870:1255190.617277	2	2
1282	SRR11808870:1255940.644329	2	2
1283	SRR11808870:1256190.609529	2	2
1284	SRR11808870:1257250.603848	1	1
1286	SRR11808870:1259020.678446	1	1
1288	SRR11808870:1260230.618069	1	1
1289	SRR11808870:1260760.635294	2	2
1292	SRR11808870:126430.619322	1	1
1294	SRR11808870:1266180.611584	1	1
1295	SRR11808870:126770.633770	2	2
1296	SRR11808870:1267910.620984	1	1
1297	SRR11808870:1270290.634076	1	1
1299	SRR11808870:1271540.612806	1	1
1301	SRR11808870:1272570.609896	1	1
1302	SRR11808870:1272940.623590	1	1
1304	SRR11808870:1273730.628479	2	2
1305	SRR11808870:1273820.602468	1	1
1306	SRR11808870:1275340.610758	1	1
1307	SRR11808870:1275640.605107	1	1
1308	SRR11808870:1276120.629936	2	2
1314	SRR11808870:1278540.662542	1	1
1315	SRR11808870:1278610.602752	1	1
1318	SRR11808870:1280340.643630	1	1
1320	SRR11808870:1281320.623008	2	2
1322	SRR11808870:1281850.654477	2	2
1323	SRR11808870:1283530.616530	2	2
1325	SRR11808870:1289260.611621	1	1
1329	SRR11808870:1292530.694643	1	1
1331	SRR11808870:1296780.618335	1	1
1333	SRR11808870:1297520.602105	1	1
1334	SRR11808870:1297730.684039	1	1
1335	SRR11808870:1299700.658664	1	1
1336	SRR11808870:1299840.602728	1	1
1337	SRR11808870:1300740.623168	1	1
1338	SRR11808870:1300960.634690	1	1
1339	SRR11808870:1301270.615974	1	1
1340	SRR11808870:1301790.639579	1	1
1342	SRR11808870:1302250.616799	1	1
1343	SRR11808870:1302450.696012	2	2
1344	SRR11808870:1306570.604811	1	1
1345	SRR11808870:130730.624482	1	1
1346	SRR11808870:1307770.602508	1	1
1347	SRR11808870:130830.638705	1	1
1348	SRR11808870:1308390.621229	2	2
1351	SRR11808870:1311080.618545	1	1
1352	SRR11808870:1311620.622242	1	1
1354	SRR11808870:131210.608042	2	2
1355	SRR11808870:1312190.727221	1	1
1356	SRR11808870:1312410.619171	1	1
1357	SRR11808870:1315390.622038	1	1
1358	SRR11808870:1315580.646352	1	1
1359	SRR11808870:1315640.674266	1	1
1361	SRR11808870:1316480.612064	1	1
1364	SRR11808870:1318790.648420	1	1
1365	SRR11808870:1318990.710861	1	1
1370	SRR11808870:1321210.642367	2	2
1371	SRR11808870:1323630.609999	1	1
1372	SRR11808870:1324450.617528	1	1
1373	SRR11808870:1325520.600280	1	1
1374	SRR11808870:1327000.655777	2	2
1376	SRR11808870:1329730.638263	1	1
1380	SRR11808870:1330740.701085	1	1
1383	SRR11808870:1333170.668761	1	1
1384	SRR11808870:1333180.647413	1	1
1385	SRR11808870:1333650.675785	1	1
1387	SRR11808870:1334730.603148	1	1
1390	SRR11808870:1335450.673179	1	1
1391	SRR11808870:1336030.636134	1	1
1392	SRR11808870:133640.673187	2	2
1394	SRR11808870:1336760.639626	1	1
1396	SRR11808870:1338450.699524	1	1
1398	SRR11808870:1339940.618061	1	1
1400	SRR11808870:1340470.647003	1	1
1401	SRR11808870:1340610.605819	1	1
1402	SRR11808870:1342260.607914	2	2
1404	SRR11808870:1345640.683261	2	2
1406	SRR11808870:1347780.630284	2	2
1408	SRR11808870:1351620.611018	1	1
1409	SRR11808870:1352050.619286	1	1
1411	SRR11808870:1353640.678137	1	1
1412	SRR11808870:1355100.607775	1	1
1413	SRR11808870:1355520.621711	1	1
1416	SRR11808870:1356690.665807	1	1
1422	SRR11808870:1362160.605420	1	1
1423	SRR11808870:1362810.625692	1	1
1426	SRR11808870:1367640.615945	1	1
1428	SRR11808870:1368030.604024	1	1
1429	SRR11808870:1368100.632747	2	2
1430	SRR11808870:1369730.615154	1	1
1431	SRR11808870:1370440.635714	1	1
1432	SRR11808870:1370870.606755	1	1
1435	SRR11808870:1375630.643739	2	2
1439	SRR11808870:1377310.675632	1	1
1440	SRR11808870:1379080.641975	1	1
1444	SRR11808870:1381220.607732	1	1
1445	SRR11808870:1381480.634737	1	1
1448	SRR11808870:1386580.650210	1	1
1449	SRR11808870:1388280.642789	2	2
1452	SRR11808870:1390880.650722	2	2
1453	SRR11808870:1390930.627659	1	1
1454	SRR11808870:1392240.627739	1	1
1455	SRR11808870:1392600.624312	2	2
1456	SRR11808870:1392680.703461	1	1
1457	SRR11808870:1393260.605753	1	1
1459	SRR11808870:1395520.678873	1	1
1461	SRR11808870:1397070.616261	1	1
1462	SRR11808870:1397330.623942	1	1
1464	SRR11808870:1398700.642117	1	1
1466	SRR11808870:1400250.652491	1	1
1467	SRR11808870:1400500.645798	2	2
1468	SRR11808870:1401850.608458	1	1
1470	SRR11808870:1403970.608234	1	1
1473	SRR11808870:1409420.679770	1	1
1474	SRR11808870:1410370.629856	1	1
1475	SRR11808870:1411360.761220	1	1
1476	SRR11808870:1414950.613266	1	1
1477	SRR11808870:1416780.619495	1	1
1478	SRR11808870:1416880.628825	1	1
1479	SRR11808870:1417070.636797	1	1
1482	SRR11808870:1418190.628285	1	1
1483	SRR11808870:1418630.600246	1	1
1485	SRR11808870:1420310.630794	1	1
1486	SRR11808870:1420510.600657	1	1
1488	SRR11808870:1421310.686134	1	1
1489	SRR11808870:1422810.644407	1	1
1493	SRR11808870:1424630.722418	1	1
1494	SRR11808870:142520.632617	2	2
1495	SRR11808870:142700.609159	2	2
1496	SRR11808870:1428310.657031	1	1
1497	SRR11808870:142910.632336	1	1
1499	SRR11808870:1430550.618817	1	1
1500	SRR11808870:143130.625801	1	1
1501	SRR11808870:1431820.702416	2	2
1503	SRR11808870:1433440.630078	1	1
1508	SRR11808870:1440560.655633	1	1
1509	SRR11808870:1441050.618032	1	1
1510	SRR11808870:1443770.631770	2	2
1511	SRR11808870:1443820.674361	1	1
1514	SRR11808870:1447640.618611	1	1
1515	SRR11808870:1447990.622100	2	2
1521	SRR11808870:1454520.641057	1	1
1522	SRR11808870:1456070.721156	1	1
1523	SRR11808870:145620.631415	1	1
1524	SRR11808870:1456800.610075	1	1
1525	SRR11808870:1457540.619397	1	1
1526	SRR11808870:1457920.617207	1	1
1527	SRR11808870:1458490.672839	1	1
1528	SRR11808870:1459560.717751	1	1
1529	SRR11808870:1460420.638683	1	1
1532	SRR11808870:1465980.620052	1	1
1533	SRR11808870:1467120.722159	2	2
1534	SRR11808870:1467710.631877	1	1
1535	SRR11808870:1467940.616112	1	1
1537	SRR11808870:147130.708670	2	2
1539	SRR11808870:1472630.639186	1	1
1541	SRR11808870:1473460.604914	1	1
1542	SRR11808870:1474130.607428	1	1
1547	SRR11808870:1478600.660650	1	1
1549	SRR11808870:1480130.648056	1	1
1550	SRR11808870:1480760.617855	2	2
1551	SRR11808870:1481410.654340	1	1
1552	SRR11808870:1481590.682791	1	1
1553	SRR11808870:1482310.674833	1	1
1555	SRR11808870:1483200.606929	1	1
1557	SRR11808870:1483690.682848	1	1
1559	SRR11808870:148550.679486	1	1
1560	SRR11808870:1485530.612447	1	1
1563	SRR11808870:1487920.675861	1	1
1564	SRR11808870:1488330.671422	2	2
1565	SRR11808870:1490650.609628	1	1
1566	SRR11808870:1490770.601612	1	1
1567	SRR11808870:1493390.616326	2	2
1569	SRR11808870:1494830.647316	2	2
1570	SRR11808870:1494920.605423	1	1
1571	SRR11808870:1495700.637346	2	2
1572	SRR11808870:1496130.600785	1	1
1574	SRR11808870:1497790.609380	1	1
1575	SRR11808870:1498710.658318	1	1
1578	SRR11808870:1500270.608977	2	2
1598	SRR11808870:1503890.637432	2	2
1602	SRR11808870:150470.671436	1	1
1625	SRR11808870:1508510.656387	1	1
1630	SRR11808870:1510080.692668	1	1
1631	SRR11808870:1510180.615639	2	2
1634	SRR11808870:1510660.622584	1	1
1636	SRR11808870:1510940.675539	1	1
1642	SRR11808870:1512090.629200	1	1
1651	SRR11808870:1513860.673284	1	1
1655	SRR11808870:1514900.614631	2	2
1656	SRR11808870:1514940.710061	1	1
1657	SRR11808870:1515030.649473	1	1
1660	SRR11808870:1515220.650358	1	1
1663	SRR11808870:1515980.645471	2	2
1672	SRR11808870:1518890.629480	1	1
1675	SRR11808870:1519200.618710	1	1
1678	SRR11808870:1519490.626145	2	2
1686	SRR11808870:152080.635600	2	2
1689	SRR11808870:1521720.694154	1	1
1696	SRR11808870:1524480.612312	1	1
1714	SRR11808870:1530660.608561	2	2
1717	SRR11808870:1531200.619403	2	2
1725	SRR11808870:1533460.627138	1	1
1731	SRR11808870:1534830.631285	1	1
1732	SRR11808870:1535130.609258	1	1
1740	SRR11808870:1539000.658745	2	2
1741	SRR11808870:1539380.623656	1	1
1742	SRR11808870:1539540.689884	1	1
1743	SRR11808870:1539650.638672	1	1
1744	SRR11808870:1540960.686007	1	1
1746	SRR11808870:1541710.639766	1	1
1747	SRR11808870:1541770.616105	1	1
1750	SRR11808870:1543160.621600	1	1
1765	SRR11808870:1550040.634120	1	1
1769	SRR11808870:1550970.632685	1	1
1772	SRR11808870:1551220.655263	1	1
1773	SRR11808870:1551480.625610	2	2
1774	SRR11808870:1551560.641451	1	1
1777	SRR11808870:15540.643267	2	2
1778	SRR11808870:1554060.604095	1	1
1779	SRR11808870:155480.601447	2	2
1780	SRR11808870:1555980.611719	2	2
1783	SRR11808870:1557560.628122	1	1
1786	SRR11808870:1558560.622489	2	2
1787	SRR11808870:1558590.615406	1	1
1789	SRR11808870:1559730.663165	2	2
1790	SRR11808870:1559820.638528	2	2
1795	SRR11808870:1561050.643587	1	1
1800	SRR11808870:1562490.708066	1	1
1801	SRR11808870:1562780.687064	1	1
1803	SRR11808870:1563340.642331	1	1
1804	SRR11808870:1566280.632821	1	1
1805	SRR11808870:1566430.621161	1	1
1806	SRR11808870:156690.625112	2	2
1807	SRR11808870:1568430.643708	1	1
1809	SRR11808870:1568940.616529	1	1
1810	SRR11808870:156900.616574	1	1
1812	SRR11808870:1570370.606571	1	1
1813	SRR11808870:1571230.614418	1	1
1817	SRR11808870:1572560.607616	1	1
1819	SRR11808870:1573030.667201	1	1
1820	SRR11808870:1573270.671701	1	1
1822	SRR11808870:1574400.630324	1	1
1823	SRR11808870:1575360.622607	1	1
1826	SRR11808870:1578540.636040	1	1
1828	SRR11808870:1580090.626204	2	2
1829	SRR11808870:158010.608804	2	2
1831	SRR11808870:1580190.680472	1	1
1834	SRR11808870:1581510.630632	1	1
1835	SRR11808870:1581760.663636	1	1
1836	SRR11808870:158270.613507	1	1
1837	SRR11808870:1584050.614692	2	2
1839	SRR11808870:1584620.604689	1	1
1842	SRR11808870:1588180.625949	1	1
1844	SRR11808870:1588670.602870	2	2
1848	SRR11808870:1590870.694406	1	1
1849	SRR11808870:1591770.606052	1	1
1852	SRR11808870:1594920.629441	2	2
1857	SRR11808870:1598870.635848	1	1
1858	SRR11808870:160030.606872	2	2
1861	SRR11808870:1602100.632831	1	1
1862	SRR11808870:1602430.606113	1	1
1864	SRR11808870:1607380.612149	2	2
1866	SRR11808870:1608050.634817	1	1
1867	SRR11808870:1608380.625202	2	2
1868	SRR11808870:1608400.634623	1	1
1874	SRR11808870:1611140.700792	1	1
1879	SRR11808870:16160.600680	2	2
1881	SRR11808870:1616780.642500	1	1
1882	SRR11808870:1617190.631593	1	1
1883	SRR11808870:1618330.622741	1	1
1888	SRR11808870:1625120.649041	1	1
1889	SRR11808870:1625720.636871	1	1
1890	SRR11808870:1626300.630952	1	1
1892	SRR11808870:1627190.634279	2	2
1899	SRR11808870:1635420.647513	1	1
1900	SRR11808870:1637840.606940	1	1
1901	SRR11808870:1638030.721900	1	1
1903	SRR11808870:1638660.640001	1	1
1905	SRR11808870:1640270.619623	1	1
1906	SRR11808870:164040.655626	1	1
1909	SRR11808870:1645400.625714	1	1
1912	SRR11808870:1647560.609349	1	1
1913	SRR11808870:1649600.638737	1	1
1914	SRR11808870:1649720.632891	1	1
1918	SRR11808870:165160.629597	2	2
1919	SRR11808870:1655670.637905	1	1
1920	SRR11808870:1656860.620241	1	1
1921	SRR11808870:1656980.625361	1	1
1923	SRR11808870:1660400.670332	1	1
1926	SRR11808870:1662540.605127	1	1
1927	SRR11808870:1666210.630195	2	2
1928	SRR11808870:1667150.627550	2	2
1929	SRR11808870:1667290.607293	1	1
1934	SRR11808870:1673080.605133	1	1
1936	SRR11808870:1674300.622787	1	1
1937	SRR11808870:1676490.636844	1	1
1938	SRR11808870:1677880.619573	1	1
1939	SRR11808870:167860.654092	1	1
1940	SRR11808870:1683510.616795	2	2
1942	SRR11808870:1684750.635606	1	1
1943	SRR11808870:1685390.622915	1	1
1944	SRR11808870:1686110.626117	1	1
1946	SRR11808870:1686610.631020	1	1
1947	SRR11808870:1687300.674551	1	1
1948	SRR11808870:1687840.601640	1	1
1949	SRR11808870:1688060.633357	2	2
1952	SRR11808870:1690230.627773	2	2
1955	SRR11808870:1694290.611884	2	2
1957	SRR11808870:1694990.628402	1	1
1958	SRR11808870:1696050.600705	1	1
1959	SRR11808870:1696910.606172	1	1
1963	SRR11808870:1698410.616827	1	1
1967	SRR11808870:1699590.683246	1	1
1968	SRR11808870:1701510.658283	1	1
1971	SRR11808870:1704250.632986	1	1
1972	SRR11808870:1704650.619488	1	1
1973	SRR11808870:1705330.625053	1	1
1974	SRR11808870:1706160.629146	1	1
1975	SRR11808870:1707190.616634	1	1
1976	SRR11808870:1707510.676078	1	1
1979	SRR11808870:1709390.616493	2	2
1980	SRR11808870:171010.644207	1	1
1983	SRR11808870:1714990.644230	1	1
1987	SRR11808870:1717620.677090	1	1
1988	SRR11808870:1717960.623874	1	1
1990	SRR11808870:1721170.618704	1	1
1991	SRR11808870:1722850.605229	1	1
1992	SRR11808870:1723180.634288	1	1
1993	SRR11808870:1723210.634133	1	1
1994	SRR11808870:1724640.665475	1	1
1995	SRR11808870:1726880.701638	2	2
1996	SRR11808870:1727600.605057	1	1
1997	SRR11808870:1728420.633232	1	1
1999	SRR11808870:1729970.629530	1	1
2003	SRR11808870:1731270.705975	1	1
2005	SRR11808870:173400.641653	1	1
2007	SRR11808870:1735600.650925	1	1
2008	SRR11808870:1735770.621568	1	1
2009	SRR11808870:1736330.642994	1	1
2010	SRR11808870:1736460.655735	1	1
2011	SRR11808870:1738110.633493	1	1
2012	SRR11808870:1738450.701244	1	1
2013	SRR11808870:1741140.609941	1	1
2014	SRR11808870:1743260.648519	1	1
2015	SRR11808870:1743380.644570	2	2
2016	SRR11808870:1744880.675465	1	1
2019	SRR11808870:1747290.604145	1	1
2020	SRR11808870:174800.610575	1	1
2021	SRR11808870:1749470.631445	1	1
2022	SRR11808870:1750800.622162	1	1
2023	SRR11808870:1752150.605338	2	2
2024	SRR11808870:1752370.634906	1	1
2025	SRR11808870:1752560.656334	1	1
2026	SRR11808870:1754110.667766	1	1
2027	SRR11808870:1754130.607783	2	2
2028	SRR11808870:1754250.701161	1	1
2029	SRR11808870:1756520.619976	1	1
2030	SRR11808870:1757380.608988	1	1
2031	SRR11808870:1758670.633157	1	1
2033	SRR11808870:1760060.624896	2	2
2034	SRR11808870:1760460.602322	1	1
2035	SRR11808870:1761500.719416	1	1
2036	SRR11808870:1762160.656777	1	1
2037	SRR11808870:1762340.645708	1	1
2038	SRR11808870:1763300.645797	1	1
2039	SRR11808870:1765100.659642	1	1
2040	SRR11808870:1767410.607378	1	1
2041	SRR11808870:1769020.601073	2	2
2042	SRR11808870:1770450.682561	1	1
2043	SRR11808870:1771120.611968	1	1
2044	SRR11808870:1772340.671964	1	1
2045	SRR11808870:1772580.623756	2	2
2046	SRR11808870:1772720.608793	1	1
2048	SRR11808870:1775760.616526	1	1
2050	SRR11808870:1777730.642043	1	1
2051	SRR11808870:1777900.682160	1	1
2052	SRR11808870:1778750.629700	1	1
2053	SRR11808870:1779570.608721	1	1
2054	SRR11808870:1779870.611532	1	1
2055	SRR11808870:1781660.662179	1	1
2056	SRR11808870:1785440.630190	1	1
2058	SRR11808870:1785840.607714	1	1
2059	SRR11808870:1786600.600257	1	1
2063	SRR11808870:1789110.657081	1	1
2064	SRR11808870:1790220.639325	2	2
2066	SRR11808870:1793400.603280	1	1
2068	SRR11808870:1793600.630257	1	1
2069	SRR11808870:1795320.620023	1	1
2070	SRR11808870:1797090.611439	2	2
2071	SRR11808870:1798690.672123	1	1
2074	SRR11808870:1802930.614210	1	1
2075	SRR11808870:1803760.713632	1	1
2076	SRR11808870:1804050.662751	1	1
2077	SRR11808870:180790.611757	1	1
2078	SRR11808870:1808870.616010	2	2
2080	SRR11808870:1810440.647192	1	1
2081	SRR11808870:1816200.603897	1	1
2083	SRR11808870:1816350.624036	1	1
2084	SRR11808870:181650.635589	1	1
2085	SRR11808870:1817190.633978	2	2
2087	SRR11808870:1819530.639146	1	1
2088	SRR11808870:182170.609696	1	1
2089	SRR11808870:1822940.635480	1	1
2090	SRR11808870:1823390.605725	1	1
2091	SRR11808870:1823960.620933	1	1
2092	SRR11808870:1824580.658985	1	1
2093	SRR11808870:182530.622881	2	2
2095	SRR11808870:1829740.655155	1	1
2096	SRR11808870:1830710.637431	1	1
2097	SRR11808870:1831550.615585	1	1
2098	SRR11808870:1832860.679144	1	1
2099	SRR11808870:1834510.606562	1	1
2102	SRR11808870:1838500.679914	1	1
2103	SRR11808870:1847250.609694	1	1
2104	SRR11808870:1847300.682230	1	1
2105	SRR11808870:1847590.627320	1	1
2106	SRR11808870:185200.666836	2	2
2107	SRR11808870:185250.600336	1	1
2108	SRR11808870:1853380.605813	1	1
2109	SRR11808870:1853660.668202	1	1
2110	SRR11808870:1853860.651904	1	1
2111	SRR11808870:1854490.675739	1	1
2112	SRR11808870:1854720.624613	1	1
2113	SRR11808870:1856480.619853	1	1
2115	SRR11808870:1859540.614049	1	1
2116	SRR11808870:1859550.638419	1	1
2117	SRR11808870:1860230.646964	1	1
2118	SRR11808870:1862980.655810	1	1
2119	SRR11808870:1864180.685952	1	1
2120	SRR11808870:1864490.609596	1	1
2124	SRR11808870:1865060.623184	1	1
2128	SRR11808870:1865510.629654	1	1
