amplicon	SRR1808872	total
SRR11808872:5034270.620514	1	1
SRR11808872:5034290.627078	1	1
SRR11808872:5034320.618233	1	1
SRR11808872:5034430.645626	1	1
SRR11808872:5034450.607275	1	1
SRR11808872:5034480.624820	1	1
SRR11808872:5034570.621467	1	1
SRR11808872:5034770.636034	1	1
SRR11808872:5034810.640882	1	1
SRR11808872:5034840.641774	1	1
SRR11808872:5034850.601140	1	1
SRR11808872:5034900.609388	1	1
SRR11808872:5034920.600343	1	1
SRR11808872:5034930.642887	1	1
SRR11808872:5034990.633702	1	1
SRR11808872:5035060.614775	1	1
SRR11808872:5035120.628581	1	1
SRR11808872:5035160.616979	1	1
SRR11808872:5035210.618320	1	1
SRR11808872:5035410.604048	1	1
SRR11808872:5035440.645908	1	1
SRR11808872:5035770.604772	1	1
SRR11808872:5035810.612867	1	1
SRR11808872:5035850.607914	1	1
SRR11808872:5036070.613684	1	1
SRR11808872:5036090.619632	1	1
SRR11808872:5036180.620515	1	1
SRR11808872:5036270.629098	1	1
SRR11808872:5036350.611181	1	1
SRR11808872:5036410.600164	1	1
SRR11808872:5036580.647594	1	1
SRR11808872:5036610.622505	1	1
SRR11808872:5036830.623787	1	1
SRR11808872:5036860.602305	1	1
SRR11808872:5036890.643385	1	1
SRR11808872:5036910.605686	1	1
SRR11808872:5036920.648622	1	1
SRR11808872:5036950.634247	1	1
SRR11808872:5037050.635521	1	1
SRR11808872:5037100.637648	1	1
SRR11808872:5037300.617266	1	1
SRR11808872:5037330.628389	1	1
SRR11808872:5037350.643235	1	1
SRR11808872:5037390.600089	1	1
SRR11808872:5037440.603312	1	1
SRR11808872:5037470.624764	1	1
SRR11808872:5037480.619594	1	1
SRR11808872:5037500.626605	1	1
SRR11808872:5037520.618655	1	1
SRR11808872:5037650.600153	1	1
SRR11808872:5037770.623105	1	1
SRR11808872:5037810.627815	1	1
SRR11808872:5037840.610472	1	1
SRR11808872:5037920.608396	1	1
SRR11808872:5037990.601154	1	1
SRR11808872:5038000.618718	1	1
SRR11808872:50380.636455	1	1
SRR11808872:5038210.621288	1	1
SRR11808872:5038280.616924	1	1
SRR11808872:5038310.609402	1	1
SRR11808872:5038370.614873	1	1
SRR11808872:5038700.611146	1	1
SRR11808872:504040.642525	1	1
SRR11808872:5040540.604451	1	1
SRR11808872:5040750.655288	1	1
SRR11808872:5040940.600312	1	1
SRR11808872:50410.613561	1	1
SRR11808872:5041380.621734	1	1
SRR11808872:5041390.610541	1	1
SRR11808872:504170.604791	1	1
SRR11808872:5041840.601315	1	1
SRR11808872:5041860.605098	1	1
SRR11808872:504200.626767	1	1
SRR11808872:5042420.600993	1	1
SRR11808872:5042440.618402	1	1
SRR11808872:5042470.619981	1	1
SRR11808872:5042550.636416	1	1
SRR11808872:5042750.602096	1	1
SRR11808872:504280.633337	1	1
SRR11808872:5043040.618340	1	1
SRR11808872:5043790.600075	1	1
SRR11808872:5043840.610209	1	1
SRR11808872:5044060.605002	1	1
SRR11808872:5044300.627462	1	1
SRR11808872:5044510.603426	1	1
SRR11808872:5044540.621772	1	1
SRR11808872:5044950.601168	1	1
SRR11808872:5045060.639298	1	1
SRR11808872:504510.697569	1	1
SRR11808872:5045240.608886	1	1
SRR11808872:5045410.605625	1	1
SRR11808872:5045420.623304	1	1
SRR11808872:5045540.611728	1	1
SRR11808872:504580.608513	1	1
SRR11808872:5045870.654393	1	1
SRR11808872:50460.628659	1	1
SRR11808872:5046020.602062	1	1
SRR11808872:5046140.648066	1	1
SRR11808872:5046340.619228	1	1
SRR11808872:5046380.622151	1	1
SRR11808872:5046510.612152	1	1
SRR11808872:5046910.600342	1	1
SRR11808872:5046960.615072	1	1
SRR11808872:5047020.619440	1	1
SRR11808872:5047280.600115	1	1
SRR11808872:5047320.631217	1	1
SRR11808872:5047440.608623	1	1
SRR11808872:5047490.626571	1	1
SRR11808872:5047650.634764	1	1
SRR11808872:5047730.611875	1	1
SRR11808872:5047760.639347	1	1
SRR11808872:5048110.626437	1	1
SRR11808872:5048180.622842	1	1
SRR11808872:5048260.612319	1	1
SRR11808872:5048310.690575	1	1
SRR11808872:5048370.602573	1	1
SRR11808872:504840.628116	1	1
SRR11808872:5048470.619043	1	1
SRR11808872:5048490.618365	1	1
SRR11808872:5048520.620011	1	1
SRR11808872:5048560.607835	1	1
SRR11808872:5048570.621618	1	1
SRR11808872:5048600.602579	1	1
SRR11808872:5048620.601824	1	1
SRR11808872:5048740.618810	1	1
SRR11808872:5048770.608884	1	1
SRR11808872:504890.617763	1	1
SRR11808872:504900.613013	1	1
SRR11808872:5049020.629672	1	1
SRR11808872:5049040.622252	1	1
SRR11808872:5049240.619229	1	1
SRR11808872:5049550.629516	1	1
SRR11808872:5049690.606438	1	1
SRR11808872:5049760.641580	1	1
SRR11808872:5049800.625354	1	1
SRR11808872:5049850.615581	1	1
SRR11808872:5049870.616830	1	1
SRR11808872:5049970.602965	1	1
SRR11808872:5050120.620002	1	1
SRR11808872:5050260.601446	1	1
SRR11808872:5050290.623076	1	1
SRR11808872:5050400.615178	1	1
SRR11808872:5050430.606065	1	1
SRR11808872:505070.602673	1	1
SRR11808872:5050720.608427	1	1
SRR11808872:5050770.608992	1	1
SRR11808872:505090.648052	1	1
SRR11808872:50510.628406	1	1
SRR11808872:5051010.611743	1	1
SRR11808872:5051060.640128	1	1
SRR11808872:5051230.612533	1	1
SRR11808872:5051270.605752	1	1
SRR11808872:5051310.604720	1	1
SRR11808872:5051400.604205	1	1
SRR11808872:505140.696545	1	1
SRR11808872:5051470.636583	1	1
SRR11808872:5051520.605032	1	1
SRR11808872:5051540.609344	1	1
SRR11808872:5051730.611068	1	1
SRR11808872:5051930.676486	1	1
SRR11808872:505200.606900	1	1
SRR11808872:505260.656122	1	1
SRR11808872:505350.632515	1	1
SRR11808872:505450.635025	1	1
SRR11808872:5054510.622784	1	1
SRR11808872:5054890.614456	1	1
SRR11808872:5054990.604220	1	1
SRR11808872:5057120.613186	1	1
SRR11808872:5057210.609070	1	1
SRR11808872:5058080.616362	1	1
SRR11808872:5058130.602254	1	1
SRR11808872:5058210.609023	1	1
SRR11808872:5058280.631394	1	1
SRR11808872:5058300.605249	1	1
SRR11808872:5058620.634529	1	1
SRR11808872:5058730.620106	1	1
SRR11808872:5059070.606491	1	1
SRR11808872:5059290.619442	1	1
SRR11808872:5059530.624258	1	1
SRR11808872:5059680.603658	1	1
SRR11808872:5059710.616141	1	1
SRR11808872:5059870.608057	1	1
SRR11808872:5059980.626098	1	1
SRR11808872:5060280.628538	1	1
SRR11808872:5060380.610304	1	1
SRR11808872:506050.614501	1	1
SRR11808872:5060960.619296	1	1
SRR11808872:5061160.625124	1	1
SRR11808872:5061240.600137	1	1
SRR11808872:5061330.609194	1	1
SRR11808872:5061370.613659	1	1
SRR11808872:5061470.667843	1	1
SRR11808872:5061560.618904	1	1
SRR11808872:5061580.601134	1	1
SRR11808872:5061670.617270	1	1
SRR11808872:5061720.600506	1	1
SRR11808872:5062070.611371	1	1
SRR11808872:5062940.617647	1	1
SRR11808872:50630.626567	1	1
SRR11808872:506310.635244	1	1
SRR11808872:5063240.601269	1	1
SRR11808872:5063340.614814	1	1
SRR11808872:5063430.610796	1	1
SRR11808872:5063650.604819	1	1
SRR11808872:5063940.601450	1	1
SRR11808872:50640.605476	1	1
SRR11808872:5064540.614076	1	1
SRR11808872:5065140.613683	1	1
SRR11808872:5065340.611033	1	1
SRR11808872:5065390.610122	1	1
SRR11808872:5065740.606868	1	1
SRR11808872:5066720.607872	1	1
SRR11808872:506750.603505	1	1
SRR11808872:5067880.616191	1	1
SRR11808872:5067990.628261	1	1
SRR11808872:5068420.625193	1	1
SRR11808872:5068510.636058	1	1
SRR11808872:5068560.647857	1	1
SRR11808872:5068720.630795	1	1
SRR11808872:5068900.602726	1	1
SRR11808872:506890.616915	1	1
SRR11808872:5069010.612672	1	1
SRR11808872:5069110.610269	1	1
SRR11808872:5069170.608823	1	1
SRR11808872:5069210.602309	1	1
SRR11808872:5069610.624203	1	1
SRR11808872:5069690.603090	1	1
SRR11808872:506990.609096	1	1
SRR11808872:50700.621401	1	1
SRR11808872:507030.626956	1	1
SRR11808872:5070410.604656	1	1
SRR11808872:5070520.603060	1	1
SRR11808872:507060.620190	1	1
SRR11808872:5070650.607431	1	1
SRR11808872:5070700.622003	1	1
SRR11808872:5070900.622284	1	1
SRR11808872:5071060.621604	1	1
SRR11808872:5071070.612069	1	1
SRR11808872:5071200.614413	1	1
SRR11808872:5071330.621554	1	1
SRR11808872:5071360.608202	1	1
SRR11808872:5071390.633908	1	1
SRR11808872:5071410.621017	1	1
SRR11808872:5071420.636115	1	1
SRR11808872:5071440.667123	1	1
SRR11808872:5071540.605665	1	1
SRR11808872:5071590.637073	1	1
SRR11808872:5071690.603842	1	1
SRR11808872:5071790.630620	1	1
SRR11808872:5071840.612556	1	1
SRR11808872:5071880.627624	1	1
SRR11808872:5071890.616965	1	1
SRR11808872:5071970.611723	1	1
SRR11808872:50720.615914	1	1
SRR11808872:5072010.615373	1	1
SRR11808872:507210.617548	1	1
SRR11808872:5072170.631485	1	1
SRR11808872:5072220.608551	1	1
SRR11808872:5072230.603050	1	1
SRR11808872:5072250.631986	1	1
SRR11808872:5072260.607206	1	1
SRR11808872:5072390.618454	1	1
SRR11808872:5072580.623565	1	1
SRR11808872:5072600.602419	1	1
SRR11808872:5072650.616830	1	1
SRR11808872:5072680.600400	1	1
SRR11808872:5072750.619330	1	1
SRR11808872:5073030.621868	1	1
SRR11808872:5073050.633686	1	1
SRR11808872:5073060.642579	1	1
SRR11808872:5073080.622829	1	1
SRR11808872:5073120.606087	1	1
SRR11808872:5073140.600123	1	1
SRR11808872:5073170.637986	1	1
SRR11808872:5073190.635206	1	1
SRR11808872:5073280.607387	1	1
SRR11808872:5073300.605475	1	1
SRR11808872:5073340.607551	1	1
SRR11808872:5073360.627106	1	1
SRR11808872:5073370.610694	1	1
SRR11808872:5073390.612427	1	1
SRR11808872:5073420.621137	1	1
SRR11808872:5073430.613013	1	1
SRR11808872:5073460.607568	1	1
SRR11808872:5073500.626551	1	1
SRR11808872:5073570.601635	1	1
SRR11808872:5073580.604424	1	1
SRR11808872:5073610.603736	1	1
SRR11808872:5073680.602910	1	1
SRR11808872:5073760.641854	1	1
SRR11808872:5073770.607736	1	1
SRR11808872:507380.603624	1	1
SRR11808872:5073830.621528	1	1
SRR11808872:5073870.642344	1	1
SRR11808872:5073890.634421	1	1
SRR11808872:5074000.621745	1	1
SRR11808872:507400.637878	1	1
SRR11808872:50740.629104	1	1
SRR11808872:5074040.602094	1	1
SRR11808872:5074090.615421	1	1
SRR11808872:5074160.612305	1	1
SRR11808872:5074180.619796	1	1
SRR11808872:5074190.621244	1	1
SRR11808872:5074200.611767	1	1
SRR11808872:5074340.613403	1	1
SRR11808872:5074390.601065	1	1
SRR11808872:5074480.601557	1	1
SRR11808872:5074530.622104	1	1
SRR11808872:5074540.640405	1	1
SRR11808872:5074630.623077	1	1
SRR11808872:5074690.631528	1	1
SRR11808872:507470.646295	1	1
SRR11808872:5074750.642283	1	1
SRR11808872:5074780.601335	1	1
SRR11808872:5074870.615957	1	1
SRR11808872:5074900.623378	1	1
SRR11808872:5074990.626740	1	1
SRR11808872:5075130.612600	1	1
SRR11808872:5075200.613176	1	1
SRR11808872:507530.607004	1	1
SRR11808872:5075330.629290	1	1
SRR11808872:5075390.644276	1	1
SRR11808872:5075410.629948	1	1
SRR11808872:5075460.633437	1	1
SRR11808872:5075490.605579	1	1
SRR11808872:5075500.614733	1	1
SRR11808872:5075540.633224	1	1
SRR11808872:5075720.625450	1	1
SRR11808872:5075850.611842	1	1
SRR11808872:5075880.621556	1	1
SRR11808872:5075890.603369	1	1
SRR11808872:5075910.615618	1	1
SRR11808872:5075940.644995	1	1
SRR11808872:5076300.614132	1	1
SRR11808872:5076320.620690	1	1
SRR11808872:5076340.631743	1	1
SRR11808872:5076530.601399	1	1
SRR11808872:5076550.626971	1	1
SRR11808872:5076580.645985	1	1
SRR11808872:507660.602057	1	1
SRR11808872:5076750.601524	1	1
SRR11808872:5076930.609863	1	1
SRR11808872:5076940.637152	1	1
SRR11808872:5077000.610508	1	1
SRR11808872:50770.628691	1	1
SRR11808872:5077010.637964	1	1
SRR11808872:5077020.636849	1	1
SRR11808872:5077070.612308	1	1
SRR11808872:5077080.600483	1	1
SRR11808872:5077110.611599	1	1
SRR11808872:5077190.621734	1	1
SRR11808872:5077350.611869	1	1
SRR11808872:5077470.618391	1	1
SRR11808872:5077520.624578	1	1
SRR11808872:5077560.633054	1	1
SRR11808872:5077570.600256	1	1
SRR11808872:5077600.623483	1	1
SRR11808872:507760.621610	1	1
SRR11808872:5077610.637112	1	1
SRR11808872:5077650.619504	1	1
SRR11808872:5077700.642731	1	1
SRR11808872:507770.642123	1	1
SRR11808872:5077740.643135	1	1
SRR11808872:5077820.637215	1	1
SRR11808872:5077840.610902	1	1
SRR11808872:5077860.617714	1	1
SRR11808872:5077940.625962	1	1
SRR11808872:5077950.605338	1	1
SRR11808872:5077990.601777	1	1
SRR11808872:5078020.612743	1	1
SRR11808872:5078030.609098	1	1
SRR11808872:5078050.615318	1	1
SRR11808872:507810.601342	1	1
SRR11808872:5078120.632636	1	1
SRR11808872:5078150.627015	1	1
SRR11808872:5078220.631230	1	1
SRR11808872:5078230.618295	1	1
SRR11808872:5078300.618986	1	1
SRR11808872:5078600.627674	1	1
SRR11808872:5078610.611174	1	1
SRR11808872:5078830.626678	1	1
SRR11808872:507900.610541	1	1
SRR11808872:5079340.604253	1	1
SRR11808872:508100.624527	1	1
SRR11808872:5081200.616307	1	1
SRR11808872:5081260.625622	1	1
SRR11808872:5081270.625170	1	1
SRR11808872:5081430.607899	1	1
SRR11808872:5081750.621938	1	1
SRR11808872:508180.603223	1	1
SRR11808872:5081900.627585	1	1
SRR11808872:5081950.604891	1	1
SRR11808872:5082460.604920	1	1
SRR11808872:508260.611474	1	1
SRR11808872:5082910.619288	1	1
SRR11808872:5083120.600519	1	1
SRR11808872:5083150.629095	1	1
SRR11808872:5083300.603783	1	1
SRR11808872:5083430.622563	1	1
SRR11808872:5083570.603413	1	1
SRR11808872:5084080.600792	1	1
SRR11808872:5084090.613976	1	1
SRR11808872:5084240.605335	1	1
SRR11808872:5084300.612309	1	1
SRR11808872:5084410.610465	1	1
SRR11808872:5084550.609679	1	1
SRR11808872:5084590.604543	1	1
SRR11808872:5084630.622028	1	1
SRR11808872:5084640.642374	1	1
SRR11808872:5084700.615820	1	1
SRR11808872:508510.606172	1	1
SRR11808872:5085150.605436	1	1
SRR11808872:5085270.600487	1	1
SRR11808872:5085480.600551	1	1
SRR11808872:5085780.668931	1	1
SRR11808872:5085990.617038	1	1
SRR11808872:5086180.615040	1	1
SRR11808872:5086330.614186	1	1
SRR11808872:5086430.606786	1	1
SRR11808872:5086580.603905	1	1
SRR11808872:5086660.623254	1	1
SRR11808872:5086670.602722	1	1
SRR11808872:50870.620985	1	1
SRR11808872:5087100.612484	1	1
SRR11808872:508710.653931	1	1
SRR11808872:508720.609090	1	1
SRR11808872:5087340.630115	1	1
SRR11808872:5087360.621096	1	1
SRR11808872:508740.632182	1	1
SRR11808872:5087560.624841	1	1
SRR11808872:5087570.607434	1	1
SRR11808872:5087590.635277	1	1
SRR11808872:5087720.601232	1	1
SRR11808872:5087910.606477	1	1
SRR11808872:5087940.601601	1	1
SRR11808872:508800.616531	1	1
SRR11808872:508810.637430	1	1
SRR11808872:5088160.623892	1	1
SRR11808872:5088330.610946	1	1
SRR11808872:5088510.620657	1	1
SRR11808872:5088730.601294	1	1
SRR11808872:5088860.609391	1	1
SRR11808872:5089210.608643	1	1
SRR11808872:5089220.610107	1	1
SRR11808872:508930.633267	1	1
SRR11808872:5089550.610482	1	1
SRR11808872:5089580.616375	1	1
SRR11808872:5089650.633997	1	1
SRR11808872:5089660.602525	1	1
SRR11808872:5089690.623735	1	1
SRR11808872:508970.600262	1	1
SRR11808872:5089710.615264	1	1
SRR11808872:508990.610987	1	1
SRR11808872:5090130.623140	1	1
SRR11808872:5090190.601100	1	1
SRR11808872:5090320.607342	1	1
SRR11808872:5090330.619420	1	1
SRR11808872:5090730.617123	1	1
SRR11808872:5090740.630883	1	1
SRR11808872:5090840.626035	1	1
SRR11808872:5090870.608046	1	1
SRR11808872:5091030.637314	1	1
SRR11808872:5091070.601990	1	1
SRR11808872:5091110.608866	1	1
SRR11808872:5091270.610972	1	1
SRR11808872:509130.606848	1	1
SRR11808872:5091450.623990	1	1
SRR11808872:5091460.605576	1	1
SRR11808872:5091470.617556	1	1
SRR11808872:5091650.605015	1	1
SRR11808872:5091800.616182	1	1
SRR11808872:509180.625113	1	1
SRR11808872:509200.609733	1	1
SRR11808872:5092730.614115	1	1
SRR11808872:509280.632441	1	1
SRR11808872:509300.608124	1	1
SRR11808872:509370.616606	1	1
SRR11808872:5093900.606928	1	1
SRR11808872:5094060.602951	1	1
SRR11808872:5094120.624829	1	1
SRR11808872:5094250.603913	1	1
SRR11808872:509440.633090	1	1
SRR11808872:5094450.602977	1	1
SRR11808872:509450.609768	1	1
SRR11808872:5094510.602654	1	1
SRR11808872:5094530.611826	1	1
SRR11808872:509470.600752	1	1
SRR11808872:5094780.605874	1	1
SRR11808872:5095120.602539	1	1
SRR11808872:5095190.616474	1	1
SRR11808872:5095220.631672	1	1
SRR11808872:5095340.639604	1	1
SRR11808872:509570.620218	1	1
SRR11808872:509580.601186	1	1
SRR11808872:5096200.609919	1	1
SRR11808872:509630.620245	1	1
SRR11808872:509640.601554	1	1
SRR11808872:5096630.602078	1	1
SRR11808872:509670.617818	1	1
SRR11808872:509680.619024	1	1
SRR11808872:50970.611378	1	1
SRR11808872:5097470.602491	1	1
SRR11808872:5097490.609570	1	1
SRR11808872:5097610.637694	1	1
SRR11808872:5097640.616115	1	1
SRR11808872:5097980.622998	1	1
SRR11808872:5097990.603959	1	1
SRR11808872:5098050.651461	1	1
SRR11808872:5098220.610416	1	1
SRR11808872:5098370.619030	1	1
SRR11808872:5098410.605846	1	1
SRR11808872:5098440.620207	1	1
SRR11808872:5098470.601891	1	1
SRR11808872:5098560.610201	1	1
SRR11808872:5098600.602258	1	1
SRR11808872:5098630.618608	1	1
SRR11808872:5098640.618713	1	1
SRR11808872:5098680.619587	1	1
SRR11808872:5098690.609374	1	1
SRR11808872:5098810.606467	1	1
SRR11808872:5098820.608450	1	1
SRR11808872:5098840.606426	1	1
SRR11808872:5098930.600518	1	1
SRR11808872:5099020.612053	1	1
SRR11808872:5099250.625116	1	1
SRR11808872:5099290.615319	1	1
SRR11808872:5099320.612490	1	1
SRR11808872:5099380.618470	1	1
SRR11808872:5099450.609670	1	1
SRR11808872:5099500.600274	1	1
SRR11808872:5099510.624971	1	1
SRR11808872:5099740.612249	1	1
SRR11808872:5099760.668435	1	1
SRR11808872:509990.617288	1	1
SRR11808872:5099910.604839	1	1
SRR11808872:5099930.618441	1	1
SRR11808872:5099990.627541	1	1
SRR11808872:51000.629011	1	1
SRR11808872:5100050.600591	1	1
SRR11808872:5100130.604071	1	1
SRR11808872:5100190.606902	1	1
SRR11808872:5100200.607873	1	1
SRR11808872:510030.635969	1	1
SRR11808872:5100420.606814	1	1
SRR11808872:5100450.646985	1	1
SRR11808872:5100490.679552	1	1
SRR11808872:5100540.626380	1	1
SRR11808872:5100550.616153	1	1
SRR11808872:5100600.600480	1	1
SRR11808872:510070.602200	1	1
SRR11808872:5100710.602572	1	1
SRR11808872:5100810.613666	1	1
SRR11808872:5100840.622919	1	1
SRR11808872:5101180.607400	1	1
SRR11808872:5101190.646724	1	1
SRR11808872:5101550.605529	1	1
SRR11808872:5101630.614253	1	1
SRR11808872:51020.641940	1	1
SRR11808872:5102280.608182	1	1
SRR11808872:5102790.610090	1	1
SRR11808872:5102840.608404	1	1
SRR11808872:5103150.610351	1	1
SRR11808872:5103620.618433	1	1
SRR11808872:5103720.603736	1	1
SRR11808872:5103760.608782	1	1
SRR11808872:5103870.609113	1	1
SRR11808872:5103880.607817	1	1
SRR11808872:5103890.615271	1	1
SRR11808872:5103910.612663	1	1
SRR11808872:5103930.612629	1	1
SRR11808872:5103960.614572	1	1
SRR11808872:5103970.615078	1	1
SRR11808872:5104040.602637	1	1
SRR11808872:5104120.613989	1	1
SRR11808872:5104310.601699	1	1
SRR11808872:5104390.603873	1	1
SRR11808872:5104430.642906	1	1
SRR11808872:5104560.613280	1	1
SRR11808872:510460.622181	1	1
SRR11808872:5104770.606428	1	1
SRR11808872:5104920.629449	1	1
SRR11808872:510510.603223	1	1
SRR11808872:5105410.604114	1	1
SRR11808872:510550.610327	1	1
SRR11808872:510580.600273	1	1
SRR11808872:510660.621557	1	1
SRR11808872:5108200.603507	1	1
SRR11808872:5108700.621890	1	1
SRR11808872:51090.608333	1	1
SRR11808872:5109150.636091	1	1
SRR11808872:5109460.612826	1	1
SRR11808872:510980.616641	1	1
SRR11808872:51100.631074	1	1
SRR11808872:5110550.605742	1	1
SRR11808872:511110.620321	1	1
SRR11808872:5111130.611256	1	1
SRR11808872:5111350.614941	1	1
SRR11808872:511140.614032	1	1
SRR11808872:511150.603397	1	1
SRR11808872:5111520.624458	1	1
SRR11808872:5111690.605200	1	1
SRR11808872:5111990.618538	1	1
SRR11808872:511200.623153	1	1
SRR11808872:5112210.608465	1	1
SRR11808872:5112290.614590	1	1
SRR11808872:5112380.638190	1	1
SRR11808872:5112400.617287	1	1
SRR11808872:5112610.604710	1	1
SRR11808872:5112640.605104	1	1
SRR11808872:511280.605966	1	1
SRR11808872:5112820.602689	1	1
SRR11808872:5112840.612826	1	1
SRR11808872:5113120.624343	1	1
SRR11808872:5113560.627321	1	1
SRR11808872:5113640.611241	1	1
SRR11808872:5113960.608871	1	1
SRR11808872:5114250.602022	1	1
SRR11808872:5114440.615141	1	1
SRR11808872:5114470.614117	1	1
SRR11808872:511460.608560	1	1
SRR11808872:5114680.621234	1	1
SRR11808872:5114700.610222	1	1
SRR11808872:5114740.614584	1	1
SRR11808872:5114790.629235	1	1
SRR11808872:5114880.627950	1	1
SRR11808872:5115240.601345	1	1
SRR11808872:5115590.603468	1	1
SRR11808872:5115920.608562	1	1
SRR11808872:5115990.632345	1	1
SRR11808872:5116100.634013	1	1
SRR11808872:5116350.612500	1	1
SRR11808872:5116380.609180	1	1
SRR11808872:5116400.623260	1	1
SRR11808872:5116720.632710	1	1
SRR11808872:5116820.601405	1	1
SRR11808872:511690.607919	1	1
SRR11808872:5116930.633652	1	1
SRR11808872:5117000.610723	1	1
SRR11808872:5117140.628092	1	1
SRR11808872:5117240.622998	1	1
SRR11808872:5117340.601833	1	1
SRR11808872:5117420.635323	1	1
SRR11808872:5117600.650239	1	1
SRR11808872:5117610.617621	1	1
SRR11808872:5117650.601005	1	1
SRR11808872:5117690.636308	1	1
SRR11808872:5117700.602181	1	1
SRR11808872:5117710.602197	1	1
SRR11808872:5117720.600484	1	1
SRR11808872:511780.609354	1	1
SRR11808872:5117960.613114	1	1
SRR11808872:5118090.601433	1	1
SRR11808872:5118210.612280	1	1
SRR11808872:5118260.623113	1	1
SRR11808872:5118400.616897	1	1
SRR11808872:5118620.619203	1	1
SRR11808872:5119090.610033	1	1
SRR11808872:5120400.609727	1	1
SRR11808872:512040.635989	1	1
SRR11808872:5121260.624947	1	1
SRR11808872:5121490.600549	1	1
SRR11808872:5122160.625313	1	1
SRR11808872:5122370.615290	1	1
SRR11808872:5122600.603669	1	1
SRR11808872:51230.604768	1	1
SRR11808872:5123040.624380	1	1
SRR11808872:5123240.635462	1	1
SRR11808872:5123430.605411	1	1
SRR11808872:5123490.620219	1	1
SRR11808872:512370.622847	1	1
SRR11808872:512400.612782	1	1
SRR11808872:51240.605155	1	1
SRR11808872:5124080.618794	1	1
SRR11808872:5124780.602145	1	1
SRR11808872:5124950.616601	1	1
SRR11808872:512500.637206	1	1
SRR11808872:5125030.616989	1	1
SRR11808872:512510.607973	1	1
SRR11808872:5125150.638442	1	1
SRR11808872:5125200.638469	1	1
SRR11808872:5125210.640454	1	1
SRR11808872:5125370.610076	1	1
SRR11808872:5125460.605042	1	1
SRR11808872:5125550.602090	1	1
SRR11808872:5125590.612381	1	1
SRR11808872:512580.618319	1	1
SRR11808872:5125810.645470	1	1
SRR11808872:5125940.605302	1	1
SRR11808872:5125950.603101	1	1
SRR11808872:5126010.601387	1	1
SRR11808872:5126070.610995	1	1
SRR11808872:5126100.622385	1	1
SRR11808872:5126120.608217	1	1
SRR11808872:5126220.616066	1	1
SRR11808872:5126340.603792	1	1
SRR11808872:5126460.617333	1	1
SRR11808872:5126750.625415	1	1
SRR11808872:5126880.605619	1	1
SRR11808872:5126890.610017	1	1
SRR11808872:5126920.601245	1	1
SRR11808872:5127020.617366	1	1
SRR11808872:5127480.611617	1	1
SRR11808872:5127550.609633	1	1
SRR11808872:5127680.621885	1	1
SRR11808872:5127810.618406	1	1
SRR11808872:5127860.607123	1	1
SRR11808872:5127950.626270	1	1
SRR11808872:5128010.616756	1	1
SRR11808872:5128220.615100	1	1
SRR11808872:5128260.637203	1	1
SRR11808872:5128290.619288	1	1
SRR11808872:5128310.636759	1	1
SRR11808872:5128450.645672	1	1
SRR11808872:5128480.635044	1	1
SRR11808872:5128560.609552	1	1
SRR11808872:5128620.602374	1	1
SRR11808872:5128800.625743	1	1
SRR11808872:5129050.628427	1	1
SRR11808872:512910.640372	1	1
SRR11808872:5129190.622810	1	1
SRR11808872:5129450.622062	1	1
SRR11808872:5129460.636609	1	1
SRR11808872:5129470.606731	1	1
SRR11808872:512960.611180	1	1
SRR11808872:5129720.645146	1	1
SRR11808872:5129930.615953	1	1
SRR11808872:5129940.622625	1	1
SRR11808872:5130240.623633	1	1
SRR11808872:5130320.616752	1	1
SRR11808872:5130460.626080	1	1
SRR11808872:513050.697123	1	1
SRR11808872:5130510.620122	1	1
SRR11808872:5130640.623380	1	1
SRR11808872:5130890.629418	1	1
SRR11808872:5131050.606338	1	1
SRR11808872:5131170.622960	1	1
SRR11808872:5131200.625966	1	1
SRR11808872:5131240.629726	1	1
SRR11808872:513130.636958	1	1
SRR11808872:5131320.613451	1	1
SRR11808872:5131390.601804	1	1
SRR11808872:5131410.615184	1	1
SRR11808872:5131420.637869	1	1
SRR11808872:5131450.610967	1	1
SRR11808872:5131490.632585	1	1
SRR11808872:5131560.601386	1	1
SRR11808872:5131630.635638	1	1
SRR11808872:5131690.649392	1	1
SRR11808872:5131840.611053	1	1
SRR11808872:513190.607349	1	1
SRR11808872:5131940.614350	1	1
SRR11808872:5131970.612878	1	1
SRR11808872:5132140.617931	1	1
SRR11808872:5132150.626169	1	1
SRR11808872:5132160.620140	1	1
SRR11808872:5132210.605803	1	1
SRR11808872:5132240.607862	1	1
SRR11808872:5132310.623744	1	1
SRR11808872:5132340.608828	1	1
SRR11808872:5132410.607603	1	1
SRR11808872:5132480.602539	1	1
SRR11808872:5132600.613523	1	1
SRR11808872:5132630.638591	1	1
SRR11808872:5132650.606814	1	1
SRR11808872:5132740.611297	1	1
SRR11808872:5132800.603233	1	1
SRR11808872:513290.603137	1	1
SRR11808872:5132990.609371	1	1
SRR11808872:513330.611510	1	1
SRR11808872:5133550.639198	1	1
SRR11808872:5133580.617476	1	1
SRR11808872:51340.628171	1	1
SRR11808872:5134250.630286	1	1
SRR11808872:5135290.600753	1	1
SRR11808872:5135340.608692	1	1
SRR11808872:5135980.605772	1	1
SRR11808872:5136090.635235	1	1
SRR11808872:5136160.605854	1	1
SRR11808872:5136630.624886	1	1
SRR11808872:513700.608818	1	1
SRR11808872:5137090.616019	1	1
SRR11808872:513710.603671	1	1
SRR11808872:5137130.625921	1	1
