OTU	amplicon	SRR1808872	total
345	SRR11808872:2817950.624166	2	2
346	SRR11808872:2818900.617359	2	2
349	SRR11808872:2849250.606282	2	2
354	SRR11808872:2902480.623667	2	2
360	SRR11808872:3103930.602687	2	2
361	SRR11808872:3117720.612551	2	2
365	SRR11808872:3173570.621936	2	2
368	SRR11808872:3307540.605077	2	2
369	SRR11808872:3322300.610535	2	2
370	SRR11808872:3325970.604997	2	2
371	SRR11808872:3328590.643379	2	2
374	SRR11808872:334930.611598	2	2
377	SRR11808872:3363640.614957	2	2
379	SRR11808872:3365150.602756	2	2
380	SRR11808872:3366870.644590	2	2
381	SRR11808872:3367220.633163	2	2
382	SRR11808872:3367450.625205	2	2
383	SRR11808872:3386100.616137	2	2
385	SRR11808872:3392550.610513	2	2
386	SRR11808872:3402040.610124	2	2
387	SRR11808872:3410580.615338	2	2
389	SRR11808872:3414600.624620	2	2
390	SRR11808872:3418890.604723	2	2
391	SRR11808872:3420460.607590	2	2
393	SRR11808872:3434540.604546	2	2
394	SRR11808872:3447560.619118	2	2
395	SRR11808872:3450770.617462	2	2
396	SRR11808872:3455220.611287	2	2
399	SRR11808872:3553400.609504	2	2
400	SRR11808872:3565240.618745	2	2
402	SRR11808872:3621790.616385	2	2
403	SRR11808872:3621830.614306	2	2
404	SRR11808872:3656480.612444	2	2
406	SRR11808872:3696000.611521	2	2
407	SRR11808872:3714570.607028	2	2
408	SRR11808872:3741550.603537	2	2
412	SRR11808872:3843920.610737	2	2
413	SRR11808872:3916210.605368	2	2
414	SRR11808872:3945120.627434	2	2
415	SRR11808872:3972540.631310	2	2
416	SRR11808872:3979040.621247	2	2
417	SRR11808872:3980300.618028	2	2
419	SRR11808872:4003080.630165	2	2
420	SRR11808872:4066700.609490	2	2
421	SRR11808872:4238190.607999	2	2
424	SRR11808872:4276870.639038	2	2
427	SRR11808872:4316350.601144	2	2
428	SRR11808872:4362480.601044	2	2
429	SRR11808872:4376670.626431	2	2
431	SRR11808872:4419230.613965	2	2
432	SRR11808872:442040.612483	2	2
434	SRR11808872:4482750.602099	2	2
435	SRR11808872:451930.603214	2	2
436	SRR11808872:4549530.624325	2	2
437	SRR11808872:4692940.650140	2	2
438	SRR11808872:472140.613301	2	2
439	SRR11808872:4751490.607047	2	2
440	SRR11808872:475890.604197	2	2
442	SRR11808872:480180.654020	2	2
443	SRR11808872:4835050.610325	2	2
444	SRR11808872:4854130.656975	2	2
445	SRR11808872:4885020.630979	2	2
447	SRR11808872:4928610.603030	2	2
449	SRR11808872:4952840.637781	2	2
450	SRR11808872:4962770.614453	2	2
451	SRR11808872:4964880.623325	2	2
452	SRR11808872:4968660.608296	2	2
453	SRR11808872:497670.605372	2	2
454	SRR11808872:4977150.603939	2	2
455	SRR11808872:4982540.604597	2	2
456	SRR11808872:498520.623941	2	2
458	SRR11808872:4992210.618255	2	2
460	SRR11808872:5008240.606037	2	2
461	SRR11808872:50310.627509	2	2
462	SRR11808872:5069250.622990	2	2
463	SRR11808872:509800.604888	2	2
464	SRR11808872:5175130.649059	2	2
465	SRR11808872:5237520.607748	2	2
466	SRR11808872:52470.613049	2	2
468	SRR11808872:5249000.629690	2	2
469	SRR11808872:5273500.608114	2	2
471	SRR11808872:5301390.600708	2	2
472	SRR11808872:5309290.631684	2	2
473	SRR11808872:532930.635163	2	2
475	SRR11808872:5357400.610230	2	2
476	SRR11808872:5362160.621021	2	2
480	SRR11808872:5570.608234	2	2
481	SRR11808872:570900.637150	2	2
482	SRR11808872:574390.652943	2	2
483	SRR11808872:576070.615645	2	2
484	SRR11808872:5983660.633848	2	2
485	SRR11808872:5984600.600094	2	2
486	SRR11808872:6020660.606764	2	2
487	SRR11808872:6022020.638908	2	2
488	SRR11808872:604910.614863	2	2
489	SRR11808872:6058060.621480	2	2
490	SRR11808872:6066290.600067	2	2
491	SRR11808872:606960.648884	2	2
492	SRR11808872:6081830.647364	6	6
495	SRR11808872:6162720.613778	2	2
496	SRR11808872:619090.618888	2	2
497	SRR11808872:6215820.603762	2	2
498	SRR11808872:623580.616736	2	2
500	SRR11808872:6267900.628542	2	2
501	SRR11808872:629000.602317	2	2
502	SRR11808872:6303750.603177	2	2
504	SRR11808872:631900.602622	2	2
506	SRR11808872:63800.600595	2	2
507	SRR11808872:647040.613174	2	2
509	SRR11808872:66870.628175	2	2
510	SRR11808872:668780.603024	2	2
511	SRR11808872:681960.633243	2	2
512	SRR11808872:682740.619793	2	2
515	SRR11808872:716380.601993	2	2
516	SRR11808872:728150.634582	2	2
517	SRR11808872:729090.648617	2	2
518	SRR11808872:740700.627180	2	2
519	SRR11808872:741590.614517	2	2
520	SRR11808872:74980.628597	2	2
521	SRR11808872:758380.625369	2	2
522	SRR11808872:760710.602644	2	2
526	SRR11808872:800700.638358	2	2
528	SRR11808872:81320.604865	2	2
529	SRR11808872:813360.627229	2	2
530	SRR11808872:815770.619438	2	2
531	SRR11808872:817130.610375	2	2
533	SRR11808872:821890.602604	2	2
535	SRR11808872:828780.642089	2	2
536	SRR11808872:834300.620330	2	2
537	SRR11808872:841080.626836	2	2
538	SRR11808872:84640.605488	2	2
539	SRR11808872:848210.626124	2	2
540	SRR11808872:849190.641828	2	2
545	SRR11808872:873090.618542	2	2
547	SRR11808872:885810.602927	2	2
548	SRR11808872:912310.647221	2	2
549	SRR11808872:914690.621890	2	2
550	SRR11808872:919010.622846	2	2
551	SRR11808872:930500.611006	2	2
552	SRR11808872:931960.612762	2	2
553	SRR11808872:933150.640260	2	2
554	SRR11808872:938110.618049	2	2
556	SRR11808872:94610.643737	2	2
559	SRR11808872:97350.600485	2	2
560	SRR11808872:983050.610531	2	2
561	SRR11808872:986080.608962	2	2
562	SRR11808872:986530.620342	2	2
563	SRR11808872:989390.627425	2	2
564	SRR11808872:1000060.600007	1	1
565	SRR11808872:1000310.604860	1	1
566	SRR11808872:1000410.601331	1	1
567	SRR11808872:1000820.615677	1	1
569	SRR11808872:1001270.638391	1	1
570	SRR11808872:1001300.615570	1	1
571	SRR11808872:1001500.621878	1	1
572	SRR11808872:1001800.628250	2	2
573	SRR11808872:1002090.618885	2	2
574	SRR11808872:1002140.607593	1	1
575	SRR11808872:1002260.668679	1	1
576	SRR11808872:1002350.629949	1	1
577	SRR11808872:1002510.623878	1	1
578	SRR11808872:1002650.630122	1	1
579	SRR11808872:1002720.628450	1	1
580	SRR11808872:1003060.611382	2	2
581	SRR11808872:1003170.630803	1	1
583	SRR11808872:1003240.628349	1	1
584	SRR11808872:1003360.609756	1	1
586	SRR11808872:1003560.619838	1	1
587	SRR11808872:1003600.604558	1	1
588	SRR11808872:1003830.603916	1	1
589	SRR11808872:1004460.610362	1	1
590	SRR11808872:1004500.614673	2	2
591	SRR11808872:1004730.606468	1	1
592	SRR11808872:1004900.635024	1	1
593	SRR11808872:1004910.636158	2	2
594	SRR11808872:1005100.624156	1	1
596	SRR11808872:1005170.626368	2	2
597	SRR11808872:1005190.602907	1	1
598	SRR11808872:1005430.626289	1	1
599	SRR11808872:1005470.611675	1	1
600	SRR11808872:1005550.604292	1	1
601	SRR11808872:1005560.656876	1	1
602	SRR11808872:1005600.638118	1	1
603	SRR11808872:1005650.602878	2	2
604	SRR11808872:10060.611141	1	1
605	SRR11808872:1006120.632730	1	1
608	SRR11808872:1007170.601494	1	1
609	SRR11808872:1007180.638379	1	1
610	SRR11808872:1007220.623137	1	1
611	SRR11808872:1007290.617597	1	1
612	SRR11808872:1007310.603244	1	1
614	SRR11808872:1007440.651856	1	1
615	SRR11808872:1007610.632851	1	1
617	SRR11808872:1008310.625905	1	1
618	SRR11808872:1008690.625346	2	2
619	SRR11808872:1011150.601204	1	1
620	SRR11808872:1011200.625607	1	1
621	SRR11808872:1011340.614375	1	1
622	SRR11808872:1011420.600794	1	1
623	SRR11808872:1011550.605001	1	1
624	SRR11808872:1012030.603398	1	1
625	SRR11808872:1012160.615051	1	1
626	SRR11808872:1012460.636446	1	1
627	SRR11808872:1012710.614550	1	1
628	SRR11808872:1012890.603002	2	2
630	SRR11808872:1013390.605346	1	1
631	SRR11808872:1013470.601551	1	1
632	SRR11808872:1013490.609951	1	1
633	SRR11808872:101390.618007	1	1
635	SRR11808872:1014360.618862	1	1
636	SRR11808872:1014410.623512	1	1
637	SRR11808872:1014600.672590	1	1
638	SRR11808872:1014620.643808	1	1
639	SRR11808872:1015090.617742	1	1
640	SRR11808872:1015140.613713	1	1
643	SRR11808872:1015190.651529	1	1
644	SRR11808872:1015290.626647	2	2
646	SRR11808872:1015630.612605	1	1
647	SRR11808872:10160.625650	1	1
648	SRR11808872:1016010.613588	1	1
649	SRR11808872:1016300.627978	1	1
650	SRR11808872:1016350.612986	1	1
651	SRR11808872:1016420.616076	1	1
652	SRR11808872:1016570.645319	1	1
653	SRR11808872:1016690.651506	1	1
655	SRR11808872:1017080.602422	1	1
656	SRR11808872:1017260.607329	1	1
657	SRR11808872:101730.602696	2	2
658	SRR11808872:1017310.608237	2	2
659	SRR11808872:1017420.610679	1	1
660	SRR11808872:1017540.630938	1	1
661	SRR11808872:1017860.606927	1	1
662	SRR11808872:1017870.601632	1	1
663	SRR11808872:1018370.643093	2	2
664	SRR11808872:1018500.604988	1	1
666	SRR11808872:1018620.625744	1	1
667	SRR11808872:1018830.606396	1	1
668	SRR11808872:1018840.606374	1	1
669	SRR11808872:1018910.609550	1	1
670	SRR11808872:101900.613488	1	1
671	SRR11808872:1019030.613111	2	2
672	SRR11808872:1019200.604048	1	1
674	SRR11808872:1019430.639525	1	1
675	SRR11808872:1019550.602969	1	1
676	SRR11808872:1019560.629079	1	1
677	SRR11808872:1019660.643378	1	1
678	SRR11808872:1019820.611101	1	1
679	SRR11808872:1019830.610761	1	1
680	SRR11808872:1020000.619406	1	1
681	SRR11808872:1020010.609190	1	1
682	SRR11808872:1020170.632057	1	1
683	SRR11808872:1020180.609803	1	1
684	SRR11808872:1020310.662056	1	1
685	SRR11808872:1020390.607221	1	1
687	SRR11808872:1020450.609100	1	1
688	SRR11808872:1020820.604655	1	1
689	SRR11808872:1020870.632919	1	1
690	SRR11808872:1020940.600571	1	1
692	SRR11808872:1021360.630382	1	1
693	SRR11808872:1021520.643861	1	1
694	SRR11808872:1021570.632650	1	1
695	SRR11808872:1021580.651085	1	1
696	SRR11808872:1021600.625593	1	1
698	SRR11808872:1021680.620313	1	1
699	SRR11808872:1021810.635632	1	1
700	SRR11808872:1022660.656438	1	1
701	SRR11808872:1023220.626999	1	1
702	SRR11808872:1024150.602192	1	1
703	SRR11808872:1024210.603346	1	1
704	SRR11808872:1024300.624594	1	1
705	SRR11808872:1024520.620976	1	1
706	SRR11808872:102540.611004	1	1
707	SRR11808872:102550.600035	1	1
708	SRR11808872:1026280.604980	1	1
709	SRR11808872:1027950.604459	1	1
710	SRR11808872:1028050.624276	1	1
711	SRR11808872:1028530.605450	2	2
712	SRR11808872:1029400.624927	1	1
713	SRR11808872:1029410.609744	1	1
715	SRR11808872:1030390.609300	1	1
716	SRR11808872:1030540.602353	1	1
717	SRR11808872:1030630.621022	1	1
718	SRR11808872:1031420.611720	2	2
719	SRR11808872:1031440.625567	1	1
720	SRR11808872:1031800.635083	2	2
721	SRR11808872:1031830.605694	1	1
724	SRR11808872:1033010.600417	1	1
725	SRR11808872:1033210.608869	1	1
726	SRR11808872:1033750.602428	1	1
728	SRR11808872:1033930.600729	1	1
729	SRR11808872:1033950.609145	2	2
730	SRR11808872:1034080.604979	1	1
731	SRR11808872:1034150.692894	1	1
732	SRR11808872:1034370.618895	1	1
733	SRR11808872:1034390.617813	1	1
734	SRR11808872:1034490.601597	1	1
736	SRR11808872:1035660.626602	2	2
737	SRR11808872:1035790.641809	2	2
738	SRR11808872:1035880.604303	1	1
739	SRR11808872:1035960.630055	1	1
740	SRR11808872:1036760.646591	1	1
741	SRR11808872:1036770.620007	1	1
742	SRR11808872:1036790.610526	1	1
743	SRR11808872:1037070.602552	1	1
744	SRR11808872:1037160.606895	2	2
745	SRR11808872:1037670.633489	1	1
746	SRR11808872:1038700.612179	1	1
747	SRR11808872:1039590.603084	1	1
748	SRR11808872:1040420.635500	1	1
749	SRR11808872:1040860.610692	1	1
752	SRR11808872:1041700.615867	2	2
753	SRR11808872:1041710.613683	1	1
754	SRR11808872:1041730.631881	1	1
755	SRR11808872:1042300.604055	1	1
756	SRR11808872:1042520.612802	1	1
757	SRR11808872:1042620.627370	1	1
759	SRR11808872:1042870.635111	1	1
760	SRR11808872:1043170.613351	1	1
761	SRR11808872:1043350.607123	1	1
762	SRR11808872:1043390.662167	2	2
764	SRR11808872:1043650.634362	1	1
765	SRR11808872:1043720.614024	1	1
766	SRR11808872:1043740.603131	1	1
767	SRR11808872:1043930.612598	1	1
768	SRR11808872:1043940.614112	1	1
769	SRR11808872:1044170.608391	2	2
770	SRR11808872:1044310.629819	1	1
771	SRR11808872:1044340.603283	1	1
772	SRR11808872:1044460.618330	1	1
773	SRR11808872:1044780.630305	1	1
774	SRR11808872:1044810.602666	1	1
775	SRR11808872:1044850.620495	1	1
776	SRR11808872:1044900.630735	1	1
777	SRR11808872:1044940.637354	1	1
778	SRR11808872:1045010.619289	1	1
779	SRR11808872:1045380.624527	1	1
780	SRR11808872:1045710.622413	1	1
781	SRR11808872:1045750.612552	1	1
782	SRR11808872:1045960.618323	1	1
783	SRR11808872:1046000.620265	1	1
784	SRR11808872:1046010.622076	1	1
785	SRR11808872:1046020.630105	1	1
786	SRR11808872:1046210.608342	1	1
788	SRR11808872:1046300.609635	1	1
789	SRR11808872:1046500.608054	1	1
790	SRR11808872:1046720.649903	1	1
791	SRR11808872:1046750.602652	2	2
794	SRR11808872:1046860.604886	1	1
796	SRR11808872:1047960.603789	2	2
797	SRR11808872:1047990.609161	1	1
798	SRR11808872:1048050.632255	1	1
799	SRR11808872:1048080.602633	1	1
800	SRR11808872:1048210.614377	1	1
802	SRR11808872:1048700.624876	1	1
803	SRR11808872:1048860.628642	1	1
804	SRR11808872:1048910.634820	1	1
806	SRR11808872:1049420.625596	1	1
807	SRR11808872:1049430.619790	1	1
808	SRR11808872:1049830.628063	1	1
809	SRR11808872:1049870.621510	2	2
810	SRR11808872:1049880.627912	1	1
811	SRR11808872:1049890.606316	1	1
812	SRR11808872:1050380.621106	1	1
813	SRR11808872:1050640.608870	1	1
814	SRR11808872:1050730.615776	1	1
815	SRR11808872:1050790.603823	1	1
816	SRR11808872:10510.625763	1	1
817	SRR11808872:1052760.628348	1	1
818	SRR11808872:1053360.611217	2	2
819	SRR11808872:1053610.630108	1	1
821	SRR11808872:1054030.613405	1	1
822	SRR11808872:1054700.608539	1	1
823	SRR11808872:1056140.616478	1	1
824	SRR11808872:1056150.672894	1	1
825	SRR11808872:1056270.616306	1	1
827	SRR11808872:105640.631274	1	1
828	SRR11808872:1056480.632169	1	1
829	SRR11808872:1056660.603334	1	1
830	SRR11808872:1056780.643443	1	1
831	SRR11808872:1056810.634795	1	1
832	SRR11808872:105690.624513	1	1
833	SRR11808872:1057000.620446	1	1
834	SRR11808872:1057030.600093	1	1
835	SRR11808872:1057250.645100	1	1
836	SRR11808872:1057390.617626	1	1
837	SRR11808872:1057410.619407	1	1
838	SRR11808872:1058090.609197	2	2
839	SRR11808872:105820.611992	1	1
840	SRR11808872:1058200.628969	1	1
841	SRR11808872:1058400.604479	1	1
842	SRR11808872:1058410.624669	1	1
843	SRR11808872:1058540.653862	1	1
844	SRR11808872:1058550.602979	1	1
845	SRR11808872:1058830.615744	1	1
846	SRR11808872:1059040.630493	1	1
848	SRR11808872:1059340.616195	2	2
849	SRR11808872:1059380.626021	1	1
851	SRR11808872:1059590.637823	1	1
853	SRR11808872:1059830.621171	1	1
854	SRR11808872:1059860.616726	1	1
855	SRR11808872:1059980.623790	1	1
857	SRR11808872:1060050.600909	1	1
858	SRR11808872:1060150.622261	1	1
859	SRR11808872:1060230.606558	1	1
860	SRR11808872:1060240.611123	1	1
861	SRR11808872:1060310.623421	2	2
862	SRR11808872:1060410.629668	1	1
864	SRR11808872:1060980.638238	1	1
865	SRR11808872:1061570.618178	1	1
867	SRR11808872:1061720.601482	1	1
868	SRR11808872:1061760.622569	1	1
869	SRR11808872:1061790.614283	1	1
870	SRR11808872:1061860.605863	1	1
871	SRR11808872:1061890.627133	1	1
872	SRR11808872:1061930.617057	1	1
873	SRR11808872:1062010.656467	1	1
874	SRR11808872:1062110.616613	1	1
875	SRR11808872:1062200.613720	2	2
876	SRR11808872:1062250.603227	1	1
879	SRR11808872:1062960.617203	1	1
880	SRR11808872:1063340.615482	2	2
881	SRR11808872:1063570.603396	1	1
883	SRR11808872:1064030.609264	1	1
884	SRR11808872:1064130.608087	1	1
885	SRR11808872:1064210.627544	1	1
886	SRR11808872:1064410.614680	1	1
887	SRR11808872:1064420.608950	1	1
888	SRR11808872:1064440.658274	1	1
889	SRR11808872:1065280.604621	1	1
890	SRR11808872:1065500.614124	1	1
892	SRR11808872:106610.630026	2	2
893	SRR11808872:106670.606215	1	1
894	SRR11808872:1068090.608775	1	1
895	SRR11808872:1068130.602237	1	1
896	SRR11808872:1070720.644968	1	1
897	SRR11808872:1071020.645740	1	1
898	SRR11808872:1071040.605138	1	1
899	SRR11808872:1071660.603862	1	1
900	SRR11808872:1072190.608315	1	1
901	SRR11808872:1072310.602203	1	1
903	SRR11808872:1073040.608458	1	1
904	SRR11808872:107320.614283	1	1
905	SRR11808872:1073230.603727	1	1
906	SRR11808872:1073790.668279	1	1
907	SRR11808872:1073850.600963	1	1
908	SRR11808872:1074010.650430	1	1
910	SRR11808872:107420.610019	1	1
912	SRR11808872:1074590.626839	1	1
913	SRR11808872:1074650.600788	1	1
914	SRR11808872:1074930.622505	1	1
915	SRR11808872:1075330.604281	1	1
916	SRR11808872:1075430.603077	1	1
917	SRR11808872:1075550.647224	1	1
918	SRR11808872:1076110.617929	1	1
919	SRR11808872:1076640.640524	1	1
920	SRR11808872:1077070.601319	1	1
921	SRR11808872:1077240.636646	1	1
922	SRR11808872:107730.652497	1	1
923	SRR11808872:1077380.606754	1	1
924	SRR11808872:1078320.602986	1	1
925	SRR11808872:107890.603614	1	1
926	SRR11808872:1079750.613843	1	1
928	SRR11808872:1080880.602442	2	2
929	SRR11808872:108090.603761	1	1
930	SRR11808872:1081040.637064	1	1
931	SRR11808872:1081500.643208	1	1
932	SRR11808872:1081930.621068	2	2
934	SRR11808872:1082570.632611	1	1
935	SRR11808872:1082770.635861	1	1
936	SRR11808872:1082860.608112	1	1
937	SRR11808872:1082870.613707	1	1
938	SRR11808872:108320.626276	1	1
939	SRR11808872:1083500.600288	1	1
940	SRR11808872:1083510.628984	1	1
941	SRR11808872:1083720.640900	1	1
942	SRR11808872:1083800.627102	1	1
943	SRR11808872:1083900.644180	1	1
944	SRR11808872:1083930.642517	1	1
946	SRR11808872:1084260.629927	1	1
947	SRR11808872:1084290.609612	1	1
948	SRR11808872:1084550.602590	1	1
949	SRR11808872:1084680.619929	1	1
950	SRR11808872:1085190.629050	1	1
951	SRR11808872:1085390.610306	1	1
952	SRR11808872:1085480.600417	2	2
953	SRR11808872:1085630.600454	1	1
954	SRR11808872:1085730.604469	1	1
955	SRR11808872:1086050.654579	1	1
956	SRR11808872:1086180.615537	1	1
957	SRR11808872:1086190.617921	1	1
958	SRR11808872:1086300.620601	1	1
959	SRR11808872:1086750.633950	1	1
960	SRR11808872:1086900.624346	2	2
961	SRR11808872:1087120.659933	1	1
965	SRR11808872:1087370.651663	1	1
966	SRR11808872:1087440.604488	1	1
967	SRR11808872:1087470.645083	1	1
968	SRR11808872:1087600.645224	1	1
969	SRR11808872:1087780.626666	1	1
970	SRR11808872:10880.622636	1	1
971	SRR11808872:1088170.602818	1	1
972	SRR11808872:1088210.629946	1	1
973	SRR11808872:1088410.632715	1	1
974	SRR11808872:1089060.621233	2	2
975	SRR11808872:1089110.639328	1	1
976	SRR11808872:1089140.662577	1	1
977	SRR11808872:1089200.636404	1	1
978	SRR11808872:1089220.622346	1	1
979	SRR11808872:1089330.630079	1	1
980	SRR11808872:1089350.620992	1	1
981	SRR11808872:1089400.619107	1	1
983	SRR11808872:1089610.639335	1	1
984	SRR11808872:1089620.649766	1	1
985	SRR11808872:1089690.603167	1	1
986	SRR11808872:1089940.617427	1	1
987	SRR11808872:109000.617786	2	2
988	SRR11808872:1090070.607874	1	1
990	SRR11808872:1090290.615930	2	2
992	SRR11808872:1090570.615077	1	1
993	SRR11808872:1090840.631949	1	1
994	SRR11808872:1090850.647850	1	1
995	SRR11808872:1090990.605772	1	1
996	SRR11808872:1091070.613799	1	1
997	SRR11808872:1091250.606369	1	1
998	SRR11808872:1091290.638129	1	1
999	SRR11808872:109170.607719	1	1
1000	SRR11808872:1091930.632867	1	1
1001	SRR11808872:1092220.659630	1	1
1002	SRR11808872:1092230.607280	1	1
1003	SRR11808872:109250.604772	1	1
1004	SRR11808872:109290.602656	1	1
1005	SRR11808872:109310.630636	2	2
1006	SRR11808872:109320.619583	2	2
1007	SRR11808872:1094150.639863	1	1
1008	SRR11808872:1094770.623928	1	1
1009	SRR11808872:1094940.628813	1	1
1011	SRR11808872:1095430.608614	1	1
1012	SRR11808872:1095600.600202	1	1
1013	SRR11808872:1095640.603765	1	1
1014	SRR11808872:1095660.614559	1	1
1015	SRR11808872:1095990.614957	1	1
1016	SRR11808872:1096240.608886	1	1
1017	SRR11808872:109730.642272	1	1
1018	SRR11808872:1097470.636831	2	2
1019	SRR11808872:1097550.638834	1	1
1020	SRR11808872:1097560.626008	1	1
1021	SRR11808872:1097740.638786	1	1
1022	SRR11808872:1097850.627927	1	1
1023	SRR11808872:1098090.608130	1	1
1024	SRR11808872:1098130.621457	1	1
1025	SRR11808872:1098220.614948	2	2
1026	SRR11808872:1098230.631979	1	1
1027	SRR11808872:1098240.602524	1	1
1028	SRR11808872:1098370.617461	1	1
1029	SRR11808872:1098470.607239	1	1
1030	SRR11808872:109850.613745	1	1
1032	SRR11808872:1098900.616961	1	1
1033	SRR11808872:1099050.626141	1	1
1034	SRR11808872:1099520.624044	1	1
1035	SRR11808872:1099650.615374	1	1
1036	SRR11808872:1099710.632548	2	2
1037	SRR11808872:109990.615677	1	1
1039	SRR11808872:1100590.631013	1	1
1040	SRR11808872:1100620.633003	1	1
1041	SRR11808872:1100740.609278	1	1
1042	SRR11808872:1100770.639756	1	1
1043	SRR11808872:1100840.638660	2	2
1044	SRR11808872:110130.617198	1	1
1045	SRR11808872:1101540.605862	1	1
1046	SRR11808872:1101570.615390	1	1
1047	SRR11808872:1101620.653468	1	1
1048	SRR11808872:1101720.612065	1	1
1049	SRR11808872:1102150.602838	1	1
