OTU	SRR1808872	classification
SRR11808872:1181730.619067	106	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Euptychoides;Euptychoides nossis
SRR11808872:792120.611525	100	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1157130.601985	99	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:2786150.623920	93	Eukaryota;Annelida;Haplotaxida;Enchytraeidae;Enchytronia;Enchytronia parva
SRR11808872:2792740.604892	92	Eukaryota;Annelida;Haplotaxida;Naididae;Dero;Dero obtusa
SRR11808872:2178870.607987	89	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Oscarella;Oscarella carmela
SRR11808872:22760.602786	89	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Falcatpsalta (nomen nudum);Falcatpsalta mouldsi (nomen nudum)
SRR11808872:800600.645635	87	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1213590.617586	85	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Atrapsalta (nomen nudum);Atrapsalta collina (nomen nudum)
SRR11808872:2291900.610138	79	Eukaryota;Arthropoda;Arachnida;Araneae;Lycosidae;Schizocosa;Schizocosa floridana
SRR11808872:3489880.644217	76	Eukaryota;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;Lasius balcanicus
SRR11808872:1362760.604585	72	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Atrapsalta (nomen nudum);Atrapsalta encaustica (nomen nudum)
SRR11808872:6253330.610241	72	Eukaryota;Arthropoda;Arachnida;Scorpiones;Buthidae;Centruroides;Centruroides infamatus
SRR11808872:1021180.614850	70	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Fazia;Fazia strigifacies
SRR11808872:1154980.607338	66	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1020420.611044	65	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2616450.635442	65	Eukaryota;Arthropoda;Arachnida;Trombiculidae;Leptotrombidium;Leptotrombidium akamushi
SRR11808872:1014070.604169	64	Eukaryota;Arthropoda;Insecta;Neuroptera;Rapismatidae;Rapisma;Rapisma xizangense
SRR11808872:1100010.624985	61	Eukaryota;Arthropoda;Arachnida;Araneae;Eresidae;Stegodyphus;Stegodyphus bicolor
SRR11808872:872720.626707	60	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Hydractiniidae;Clava;Clava multicornis
SRR11808872:6314310.616828	59	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Sosipatra;Sosipatra anthophila
SRR11808872:1686350.607076	58	Eukaryota;Nematoda;Enoplea;Mermithida;Mermithidae;Romanomermis;Romanomermis iyengari
SRR11808872:1360840.642568	54	Eukaryota;Arthropoda;Insecta;Lepidoptera;Riodinidae;Ithomiola;Ithomiola callixena
SRR11808872:3756170.612093	53	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya reticulata
SRR11808872:112170.611705	51	Eukaryota;Arthropoda;Insecta;Coleoptera;Cleridae;Stigmatium;Stigmatium laevium
SRR11808872:2436210.609420	50	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:108020.617695	46	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:778950.621196	44	Eukaryota;Arthropoda;Insecta;Diptera;Calliphoridae;Dyscritomyia;Dyscritomyia lucilioides
SRR11808872:120280.601381	42	Eukaryota;Arthropoda;Insecta;Coleoptera;Cleridae;Stigmatium;Stigmatium laevium
SRR11808872:835510.637325	39	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Didea;Didea intermedia
SRR11808872:1370140.611590	37	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Sarsia;Sarsia princeps
SRR11808872:1059400.604627	36	Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Stichopathes;Stichopathes lutkeni
SRR11808872:1434080.603021	36	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Mycalesis;Mycalesis mynois
SRR11808872:999830.640399	33	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza nr. acteae
SRR11808872:2320060.605996	32	Eukaryota;Mollusca;Gastropoda;Trochomorphidae;Orpiella;Orpiella concavum
SRR11808872:5331800.608378	31	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa perfulgens
SRR11808872:2139900.643388	30	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Malandena;Malandena suturalis
SRR11808872:2717510.606614	30	Eukaryota;Arthropoda;Diplopoda;Julida;Nemasomatidae;Antrokoreana;Antrokoreana gracilipes
SRR11808872:1167650.631342	29	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Omoedus;Omoedus meyeri
SRR11808872:1003220.615195	27	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:135920.626083	27	Eukaryota;Arthropoda;Insecta;Neuroptera;Chrysopidae;Chrysoperla;Chrysoperla pudica
SRR11808872:1798020.627143	27	Eukaryota;Mollusca;Gastropoda;Euconulidae;Coneuplecta;Coneuplecta calculosa
SRR11808872:128670.643081	25	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1815090.622673	25	Eukaryota;Mollusca;Gastropoda;Ascobulla;Ascobulla japonica
SRR11808872:1931070.632178	25	Eukaryota;Mollusca;Gastropoda;Planorbidae;Biomphalaria;Biomphalaria intermedia
SRR11808872:1062380.628451	24	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1059570.612221	23	Eukaryota;Annelida;Haplotaxida;Naididae;Pristina;Pristina osborni
SRR11808872:1893860.629673	23	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Oscarella;Oscarella carmela
SRR11808872:2403080.605330	23	Eukaryota;Arthropoda;Insecta;Hemiptera;Clastopteridae;Clastoptera;Clastoptera brunnea
SRR11808872:948230.626673	23	Eukaryota;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Scarabaeus;Scarabaeus rubripennis
SRR11808872:1087310.635885	22	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1171920.609055	22	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:869000.623164	21	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1005830.619540	20	Eukaryota;Arthropoda;Insecta;Hymenoptera;Formicidae;Lasius;Lasius balcanicus
SRR11808872:1883620.607464	19	Eukaryota;Chordata;Aves;Passeriformes;Nectariniidae;Aethopyga;Aethopyga gouldiae
SRR11808872:3483350.627412	19	Eukaryota;Annelida;Haplotaxida;Naididae;Paranais;Paranais litoralis
SRR11808872:4765460.601745	19	Eukaryota;Arthropoda;Insecta;Siphonaptera;Stivaliidae;Lentistivalius;Lentistivalius insolli
SRR11808872:1061610.625746	18	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Tryella;Tryella burnsi
SRR11808872:1215600.608674	18	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1226880.622676	18	Eukaryota;Arthropoda;Insecta;Orthoptera;Acrididae;Sphingonotus;Sphingonotus pachecoi
SRR11808872:1316450.608603	18	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Phortica;Phortica curvispina
SRR11808872:1006700.629704	17	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Cotesia;Cotesia griffini
SRR11808872:1072930.606883	17	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Olyras;Olyras crathis
SRR11808872:111190.608609	17	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:133990.622773	17	Eukaryota;Mollusca;Gastropoda;Conidae;Conus;Conus crocatus
SRR11808872:3357830.605141	17	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Melitaea;Melitaea consulis
SRR11808872:1181770.603933	16	Eukaryota;Arthropoda;Insecta;Hemiptera;Aphelocheiridae;Aphelocheirus;Aphelocheirus ellipsoideus
SRR11808872:773070.619004	16	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Tropidia;Tropidia nigricornis
SRR11808872:1046840.612268	15	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Amiota;Amiota leucostoma
SRR11808872:109040.615723	15	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Limnadiidae;Limnadia;Limnadia urukhai
SRR11808872:1237590.604217	15	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1493160.615468	15	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2212100.617118	15	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2472310.616635	15	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria clarioralis
SRR11808872:569980.616900	15	Eukaryota;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Aleurochiton;Aleurochiton aceris
SRR11808872:1400870.628923	14	Eukaryota;Hemichordata;Pterobranchia;Rhabdopleurida;Rhabdopleuridae;Rhabdopleura;Rhabdopleura compacta
SRR11808872:1817980.650750	14	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1960940.617374	14	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2320380.633382	14	Eukaryota;Nematoda;Chromadorea;Rhabditida;Filaroididae;Parafilaroides;Parafilaroides normani
SRR11808872:1047580.602397	13	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Omoedus;Omoedus meyeri
SRR11808872:110280.626606	13	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Toxomerus;Toxomerus mutuus
SRR11808872:1337790.630080	13	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Didea;Didea intermedia
SRR11808872:2357870.615002	13	Eukaryota;Arthropoda;Arachnida;Araneae;Araneidae;Eriophora;Eriophora ravilla
SRR11808872:1048430.608755	12	Eukaryota;Arthropoda;Arachnida;Scorpiones;Buthidae;Centruroides;Centruroides infamatus
SRR11808872:1144760.647450	12	Eukaryota;Arthropoda;Insecta;Lepidoptera;Hepialidae;Napialus;Napialus hunanensis
SRR11808872:1156160.618061	12	Eukaryota;Arthropoda;Insecta;Neuroptera;Rapismatidae;Rapisma;Rapisma xizangense
SRR11808872:1333980.602847	12	Eukaryota;Hemichordata;Pterobranchia;Rhabdopleurida;Rhabdopleuridae;Rhabdopleura;Rhabdopleura compacta
SRR11808872:2285740.636456	12	Eukaryota;Arthropoda;Insecta;Coleoptera;Elateridae;Pyrophorus;Pyrophorus divergens
SRR11808872:3305370.600940	12	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1138310.606382	11	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1138970.634707	11	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1169530.626275	11	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Plakina;Plakina monolopha
SRR11808872:1617540.623988	11	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1765350.600748	11	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila sticta
SRR11808872:1845800.606141	11	Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Hydrolycus;Hydrolycus scomberoides
SRR11808872:2331120.636221	11	Eukaryota;Arthropoda;Insecta;Diptera;Tabanidae;Cydistomyia;Cydistomyia duplonotata
SRR11808872:870700.601651	11	Eukaryota;Nematoda;Chromadorea;Rhabditida;Rhabditidae;Caenorhabditis;Caenorhabditis tropicalis
SRR11808872:929290.607022	11	Eukaryota;Annelida;Haplotaxida;Naididae;Paranais;Paranais litoralis
SRR11808872:1146710.633522	10	Eukaryota;Mollusca;Gastropoda;Euconulidae;Coneuplecta;Coneuplecta calculosa
SRR11808872:1236160.602875	10	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1254910.626316	10	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1439100.636759	10	Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Brontispa;Brontispa chalybeipennis
SRR11808872:1800920.610733	10	Eukaryota;Cnidaria;Hydrozoa;Trachymedusae;Rhopalonematidae;Pantachogon;Pantachogon haeckeli
SRR11808872:1819060.628103	10	Eukaryota;Arthropoda;Insecta;Diptera;Muscidae;Lispe;Lispe orientalis
SRR11808872:1857680.630761	10	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:1866690.603679	10	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Braunsapis;Braunsapis trochanterata
SRR11808872:2316830.631679	10	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Cornuplura;Cornuplura nigroalbata
SRR11808872:2334580.600308	10	Eukaryota;Mollusca;Bivalvia;Unionoida;Unionidae;Arconaia;Arconaia lanceolata
SRR11808872:2416160.618149	10	Eukaryota;Nematoda;Chromadorea;Rhabditida;Protostrongylidae;Protostrongylus;Protostrongylus rufescens
SRR11808872:2813720.620048	10	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Oscarella;Oscarella malakhovi
SRR11808872:2894450.607931	10	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa annectens
SRR11808872:3432480.629833	10	Eukaryota;Annelida;Haplotaxida;Naididae;Paranais;Paranais litoralis
SRR11808872:3488900.627729	10	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Amiota;Amiota leucostoma
SRR11808872:1061820.612632	9	Eukaryota;Arthropoda;Insecta;Coleoptera;Staphylinidae;Stenus;Stenus lewisius
SRR11808872:1087210.616691	9	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1090340.637292	9	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Plakortis;Plakortis simplex
SRR11808872:1197770.636546	9	Eukaryota;Arthropoda;Insecta;Coleoptera;Nitidulidae;Nitidula;Nitidula flavomaculata
SRR11808872:1271080.614200	9	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:140970.601507	9	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:149230.604955	9	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:1599520.601290	9	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Patricia;Patricia oligyrtis
SRR11808872:171810.603078	9	Eukaryota;Cnidaria;Anthozoa;Scleractinia;Merulinidae;Platygyra;Platygyra carnosus
SRR11808872:227960.609553	9	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:2316740.624868	9	Eukaryota;Arthropoda;Insecta;Hemiptera;Clastopteridae;Clastoptera;Clastoptera brunnea
SRR11808872:2356420.642855	9	Eukaryota;Arthropoda;Insecta;Hymenoptera;Halictidae;Lasioglossum;Lasioglossum mediopolitum
SRR11808872:2371440.639523	9	Eukaryota;Platyhelminthes;Cestoda;Amphilinidea;Amphilinidae;Gigantolina;Gigantolina magna
SRR11808872:2418400.624091	9	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila vulcana
SRR11808872:1214130.621422	8	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Haemopsalta (nomen nudum);Haemopsalta georgina (nomen nudum)
SRR11808872:1251390.647861	8	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:1282130.604433	8	Eukaryota;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Osmoderma;Osmoderma italicum
SRR11808872:128490.611759	8	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Malandena;Malandena suturalis
SRR11808872:1331390.625006	8	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Falcatpsalta (nomen nudum);Falcatpsalta aquila (nomen nudum)
SRR11808872:171020.602948	8	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Popplepsalta (nomen nudum);Popplepsalta granitica (nomen nudum)
SRR11808872:1939370.637107	8	Eukaryota;Chordata;Mammalia;Rodentia;Sciuridae;Petaurista;Petaurista hainana
SRR11808872:1948880.610283	8	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2208180.632659	8	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Melanagromyza;Melanagromyza minimoides
SRR11808872:2209400.622263	8	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion mastersi
SRR11808872:2307020.606492	8	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Sarsia;Sarsia princeps
SRR11808872:2367010.611200	8	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion mastersi
SRR11808872:2435970.615023	8	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Axinella;Axinella corrugata
SRR11808872:2443140.614721	8	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Phortica;Phortica foliisetoides
SRR11808872:2497120.625317	8	Eukaryota;Arthropoda;Insecta;Hemiptera;Clastopteridae;Clastoptera;Clastoptera brunnea
SRR11808872:2566490.603982	8	Eukaryota;Arthropoda;Arachnida;Araneae;Araneidae;Neoscona;Neoscona nautica
SRR11808872:2601440.601068	8	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Oscarella;Oscarella carmela
SRR11808872:2784350.608123	8	Eukaryota;Arthropoda;Insecta;Coleoptera;Cleridae;Stigmatium;Stigmatium laevium
SRR11808872:2833210.631418	8	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2848960.608783	8	Eukaryota;Arthropoda;Insecta;Isoptera;Termitidae;Procubitermes;Procubitermes arboricola
SRR11808872:2929940.616092	8	Eukaryota;Annelida;Haplotaxida;Megascolecidae;Amynthas;Amynthas nhonmontis
SRR11808872:2948460.600323	8	Eukaryota;Annelida;Haplotaxida;Enchytraeidae;Enchytronia;Enchytronia parva
SRR11808872:3401140.652688	8	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Bothidae;Crossorhombus;Crossorhombus kobensis
SRR11808872:3481610.621160	8	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Didea;Didea intermedia
SRR11808872:3793740.614485	8	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion mastersi
SRR11808872:4469500.604461	8	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria clarioralis
SRR11808872:1003530.634704	7	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1090160.636775	7	Eukaryota;Arthropoda;Insecta;Mantodea;Mantidae;Hierodulella;Hierodulella reticulata
SRR11808872:112830.630571	7	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1222200.604971	7	Eukaryota;Arthropoda;Insecta;Lepidoptera;Tortricidae;Argyrotaenia;Argyrotaenia occultana
SRR11808872:1223810.611949	7	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion cuvieri
SRR11808872:1350060.618391	7	Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Syllides;Syllides convolutus
SRR11808872:1438880.601351	7	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Toxomerus;Toxomerus lacrymosus
SRR11808872:1712270.603744	7	Eukaryota;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Protaetia;Protaetia brevitarsis
SRR11808872:1838090.603026	7	Eukaryota;Mollusca;Gastropoda;Thiaridae;Stenomelania;Stenomelania juncea
SRR11808872:2185690.615627	7	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Calycomyza;Calycomyza lantanae
SRR11808872:2301760.601166	7	Eukaryota;Mollusca;Gastropoda;Lymnaeidae;Galba;Galba pervia
SRR11808872:2382410.610650	7	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Phortica;Phortica sobodo
