OTU	SRR1808872	classification
SRR11808872:2051510.646814	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria clarioralis
SRR11808872:2061370.610690	4	Eukaryota;Mollusca;Gastropoda;Euconulidae;Evanscystis;Evanscystis patescens
SRR11808872:2087850.603314	4	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:2099010.617847	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:2117970.609461	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2136550.635599	4	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:2196350.610157	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Oceaniidae;Cordylophora;Cordylophora caspia
SRR11808872:2294220.618501	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Phortica;Phortica angulata
SRR11808872:229500.623886	4	Eukaryota;Mollusca;Gastropoda;Planorbidae;Planorbula;Planorbula armigera
SRR11808872:2300690.615586	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila malagassya
SRR11808872:2314060.630843	4	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808872:2315490.637788	4	Eukaryota;Cnidaria;Scyphozoa;Coronatae;Nausithoidae;Nausithoe;Nausithoe atlantica
SRR11808872:2320160.610215	4	Eukaryota;Echinodermata;Crinoidea;Comatulida;Comatulidae;Comatula;Comatula solaris
SRR11808872:2328580.641147	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:2342180.626093	4	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Calycomyza;Calycomyza solidaginis
SRR11808872:236220.601765	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2364130.603009	4	Eukaryota;Arthropoda;Insecta;Mantodea;Liturgusidae;Humbertiella;Humbertiella similis
SRR11808872:2369660.605418	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:236990.630890	4	Eukaryota;Arthropoda;Malacostraca;Cumacea;Bodotriidae;Cyclaspis;Cyclaspis alba
SRR11808872:2490190.624697	4	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Pseudocorticium;Pseudocorticium jarrei
SRR11808872:250460.600742	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:2509800.633267	4	Eukaryota;Echinodermata;Crinoidea;Comatulida;Comatulidae;Comanthus;Comanthus parvicirrus
SRR11808872:2526460.616926	4	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Malandena;Malandena suturalis
SRR11808872:2527450.632778	4	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:2573570.610182	4	Eukaryota;Arthropoda;Arachnida;Araneae;Araneidae;Eriophora;Eriophora ravilla
SRR11808872:2616400.640098	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:2639680.622556	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Pteronymia;Pteronymia serrata
SRR11808872:2679590.641070	4	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Oscarella;Oscarella carmela
SRR11808872:2679600.620687	4	Eukaryota;Platyhelminthes;Cestoda;Bothriocephalidea;Triaenophoridae;Anchistrocephalus;Anchistrocephalus microcephalus
SRR11808872:276020.635136	4	Eukaryota;Arthropoda;Insecta;Coleoptera;Cerambycidae;Tetraopes;Tetraopes mandibularis
SRR11808872:2760720.621140	4	Eukaryota;Arthropoda;Insecta;Hymenoptera;Cynipidae;Iraella;Iraella hispanica
SRR11808872:2775480.618801	4	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Oscarella;Oscarella malakhovi
SRR11808872:2799550.601457	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:2819110.602007	4	Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Stichopathes;Stichopathes lutkeni
SRR11808872:2821710.630830	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:2838010.612863	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Polyorchidae;Polyorchis;Polyorchis penicillatus
SRR11808872:2863890.631539	4	Eukaryota;Arthropoda;Insecta;Coleoptera;Silphidae;Nicrophorus;Nicrophorus carolinus
SRR11808872:2875130.632814	4	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Paragus;Paragus borbonicus
SRR11808872:2876010.639340	4	Eukaryota;Chordata;Mammalia;Primates;Cercopithecidae;Pygathrix;Pygathrix cinerea 1 RL-2012
SRR11808872:2883850.602218	4	Eukaryota;Arthropoda;Insecta;Neuroptera;Ascalaphidae;Libelloides;Libelloides macaronius
SRR11808872:2985970.625960	4	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Therophilus;Therophilus festivus
SRR11808872:2991940.619214	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:3134390.611771	4	Eukaryota;Annelida;Haplotaxida;Megascolecidae;Amynthas;Amynthas heterochaetus
SRR11808872:3228230.608394	4	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Popplepsalta (nomen nudum);Popplepsalta notialis (nomen nudum)
SRR11808872:3301300.604910	4	Eukaryota;Arthropoda;Insecta;Embioptera;Embiidae;Embia;Embia tyrrhenica
SRR11808872:3329290.657001	4	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Bothidae;Crossorhombus;Crossorhombus kobensis
SRR11808872:3377330.623193	4	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Omoedus;Omoedus meyeri
SRR11808872:3386620.612476	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:3411930.624711	4	Eukaryota;Arthropoda;Insecta;Hymenoptera;Formicidae;Cryptopone;Cryptopone sauteri
SRR11808872:3425920.610462	4	Eukaryota;Annelida;Haplotaxida;Naididae;Paranais;Paranais litoralis
SRR11808872:3516060.602443	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:35240.617948	4	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Cornuplura;Cornuplura nigroalbata
SRR11808872:3559320.631047	4	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza trivittata
SRR11808872:3772110.601065	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:389640.616857	4	Eukaryota;Arthropoda;Insecta;Mantodea;Liturgusidae;Ciulfina;Ciulfina biseriata
SRR11808872:3968060.648701	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:3972790.615630	4	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Paragus;Paragus strigatus
SRR11808872:4003340.626376	4	Eukaryota;Arthropoda;Pycnogonida;Pantopoda;Ammotheidae;Ammothella;Ammothella tuberculata
SRR11808872:4018920.605187	4	Eukaryota;Arthropoda;Insecta;Diptera;Anthomyiidae;Botanophila;Botanophila lobata
SRR11808872:4234740.603920	4	Eukaryota;Chordata;Actinopteri;Toxotidae;Toxotes;Toxotes chatareus
SRR11808872:4280100.608220	4	Eukaryota;Arthropoda;Malacostraca;Decapoda;Cambaridae;Orconectes;Orconectes hylas
SRR11808872:438320.625305	4	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:4388640.621348	4	Eukaryota;Arthropoda;Insecta;Hymenoptera;Trigonalidae;Taeniogonalos;Taeniogonalos taihorina
SRR11808872:4442370.606466	4	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Plakina;Plakina monolopha
SRR11808872:4518030.626974	4	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Omoedus;Omoedus meyeri
SRR11808872:4550180.611271	4	Eukaryota;Arthropoda;Insecta;Coleoptera;Staphylinidae;Stenus;Stenus eurous
SRR11808872:4622320.616640	4	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion mastersi
SRR11808872:4787110.637406	4	Eukaryota;Arthropoda;Insecta;Coleoptera;Carabidae;Cychrus;Cychrus okamotoi
SRR11808872:4793360.609665	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Faunis;Faunis menado
SRR11808872:4891590.616824	4	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:4948900.619893	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Anthene;Anthene staudingeri
SRR11808872:499190.633268	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:5017040.621255	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Mycalesis;Mycalesis barbara
SRR11808872:5071440.667123	4	Eukaryota;Chordata;Actinopteri;Cypriniformes;Balitoridae;Sinogastromyzon;Sinogastromyzon puliensis
SRR11808872:509670.617818	4	Eukaryota;Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeus;Hylaeus ulaula
SRR11808872:5247800.600545	4	Eukaryota;Arthropoda;Arachnida;Astigmata;Pyroglyphidae;Euroglyphus;Euroglyphus maynei
SRR11808872:5562800.603170	4	Eukaryota;Arthropoda;Arachnida;Araneae;Desidae;Paratheuma;Paratheuma armata
SRR11808872:585240.608331	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:591050.613935	4	Eukaryota;Arthropoda;Insecta;Diptera;Blephariceridae;Edwardsina;Edwardsina gigantea
SRR11808872:6040720.627824	4	Eukaryota;Chordata;Testudines;Trionychidae;Apalone;Apalone spinifera
SRR11808872:6042100.710320	4	Eukaryota;Nematoda;Chromadorea;Rhabditida;Protostrongylidae;Protostrongylus;Protostrongylus rufescens
SRR11808872:6129470.600479	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila pilosa
SRR11808872:686010.634358	4	Eukaryota;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Aleurochiton;Aleurochiton aceris
SRR11808872:70450.605316	4	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Hydractiniidae;Clava;Clava multicornis
SRR11808872:794480.661004	4	Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Bolinichthys;Bolinichthys pyrsobolus
SRR11808872:858000.640674	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya reticulata
SRR11808872:862970.612102	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Morpho;Morpho hercules
SRR11808872:957640.613613	4	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:97270.604185	4	Eukaryota;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Scarabaeus;Scarabaeus flavicornis
SRR11808872:987070.639412	4	Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Alcyoniidae;Cladiella;Cladiella australis
SRR11808872:1005160.630690	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:1006500.621474	3	Eukaryota;Echinodermata;Crinoidea;Comatulida;Colobometridae;Oligometra;Oligometra serripinna
SRR11808872:1007400.638759	3	Eukaryota;Arthropoda;Insecta;Diptera;Calliphoridae;Lucilia;Lucilia taiyuanensis
SRR11808872:1007710.608851	3	Eukaryota;Nematoda;Chromadorea;Tylenchida;Pratylenchidae;Radopholus;Radopholus similis
SRR11808872:1015150.623617	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia lanosa
SRR11808872:1015330.622379	3	Eukaryota;Annelida;Haplotaxida;Naididae;Pristina;Pristina osborni
SRR11808872:1016760.624052	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1018590.657377	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Lucinia;Lucinia cadma
SRR11808872:1019280.608201	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Amphicaryon;Amphicaryon acaule
SRR11808872:1032560.603005	3	Eukaryota;Mollusca;Bivalvia;Pectinoida;Pectinidae;Mimachlamys;Mimachlamys senatoria
SRR11808872:1034550.623644	3	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1042630.622029	3	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1046230.615130	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria resiniphila
SRR11808872:1047320.627062	3	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Helicarion;Helicarion mastersi
SRR11808872:10540.643638	3	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Omoedus;Omoedus papuanus
SRR11808872:1056280.637538	3	Eukaryota;Porifera;Demospongiae;Haplosclerida;Lubomirskiidae;Rezinkovia;Rezinkovia echinata
SRR11808872:1059300.647310	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila orena
SRR11808872:1060000.623561	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Zesius;Zesius chrysomallus
SRR11808872:1060800.617757	3	Eukaryota;Arthropoda;Insecta;Hemiptera;Clastopteridae;Clastoptera;Clastoptera brunnea
SRR11808872:1062840.613489	3	Eukaryota;Nematoda;Chromadorea;Rhabditida;Metastrongylidae;Metastrongylus;Metastrongylus pudendotectus
SRR11808872:106590.612911	3	Eukaryota;Arthropoda;Insecta;Diptera;Conopidae;Myopa;Myopa vesiculosa
SRR11808872:1074110.614957	3	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Pauropsalta;Pauropsalta conflua (nomen nudum)
SRR11808872:1074270.625214	3	Eukaryota;Annelida;Polychaeta;Orbiniidae;Orbinia;Orbinia latreillii
SRR11808872:1084060.626895	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1087320.610570	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1089500.606134	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Dioryctria;Dioryctria clarioralis
SRR11808872:109540.647603	3	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1098830.609975	3	Eukaryota;Cnidaria;Anthozoa;Scleractinia;Acroporidae;Astreopora;Astreopora explanata
SRR11808872:1105300.620789	3	Eukaryota;Mollusca;Bivalvia;Limoida;Limidae;Ctenoides;Ctenoides scaber
SRR11808872:1112340.609444	3	Eukaryota;Annelida;Haplotaxida;Naididae;Pristina;Pristina osborni
SRR11808872:111920.607144	3	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza jonaitisi
SRR11808872:1138770.603765	3	Eukaryota;Mollusca;Gastropoda;Helicarionidae;Westracystis;Westracystis lissus
SRR11808872:1139250.629733	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1140160.637621	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1146480.657227	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Hyalenna;Hyalenna buckleyi
SRR11808872:1159060.625913	3	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus gloveri
SRR11808872:1159810.640229	3	Eukaryota;Echinodermata;Ophiuroidea;Euryalida;Asteroschematidae;Squamophis;Squamophis amamiensis
SRR11808872:1164040.601217	3	Eukaryota;Arthropoda;Insecta;Neuroptera;Osmylidae;Thyridosmylus;Thyridosmylus langii
SRR11808872:1164200.616691	3	Eukaryota;Echinodermata;Crinoidea;Comatulida;Colobometridae;Oligometra;Oligometra serripinna
SRR11808872:1168530.616912	3	Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Stichopathes;Stichopathes lutkeni
SRR11808872:1169860.633070	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1173900.641499	3	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1182290.658149	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1188750.632308	3	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Plakina;Plakina monolopha
SRR11808872:1201290.618033	3	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Cuninidae;Solmissus;Solmissus incisa
SRR11808872:1214200.624599	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:121450.633929	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Melitaea;Melitaea cassandra
SRR11808872:1226850.632648	3	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1228610.603400	3	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808872:1230600.637216	3	Eukaryota;Chordata;Mammalia;Carnivora;Ursidae;Arctodus;Arctodus simus
SRR11808872:1244300.629009	3	Eukaryota;Chordata;Mammalia;Rodentia;Cricetidae;Microtus;Microtus kikuchii
SRR11808872:126610.602151	3	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Cornuplura;Cornuplura nigroalbata
SRR11808872:1280030.649407	3	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1282750.620853	3	Eukaryota;Arthropoda;Arachnida;Scorpiones;Vaejovidae;Franckeus;Franckeus kochi
SRR11808872:128590.641639	3	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1293610.615116	3	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Omoedus;Omoedus meyeri
SRR11808872:1299810.634863	3	Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatia;Tetraplatia volitans
SRR11808872:1301720.603564	3	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Euglossa;Euglossa laevicincta
SRR11808872:1306570.616069	3	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Microplitis;Microplitis maturus
SRR11808872:1318280.655465	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Godyris;Godyris duillia
SRR11808872:1319930.607964	3	Eukaryota;Echinodermata;Crinoidea;Comatulida;Comatulidae;Comactinia;Comactinia meridionalis
SRR11808872:1321390.621614	3	Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Altica;Altica carinata
SRR11808872:1331720.614039	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:1333990.626095	3	Eukaryota;Nematoda;Enoplea;Mermithida;Mermithidae;Romanomermis;Romanomermis iyengari
SRR11808872:1336820.621114	3	Eukaryota;Annelida;Haplotaxida;Naididae;Aulodrilus;Aulodrilus pluriseta
SRR11808872:1344340.632551	3	Eukaryota;Arthropoda;Insecta;Hemiptera;Berytidae;Yemmalysus;Yemmalysus parallelus
SRR11808872:1360380.634118	3	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1360600.610564	3	Eukaryota;Arthropoda;Insecta;Hymenoptera;Megachilidae;Hoplitis;Hoplitis speculum
SRR11808872:1365000.601972	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Riodinidae;Ithomiola;Ithomiola callixena
SRR11808872:1388240.610496	3	Eukaryota;Annelida;Haplotaxida;Megascolecidae;Polypheretima;Polypheretima taprobanae
SRR11808872:1395370.600795	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:1396830.631454	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya dubia
SRR11808872:1398360.629315	3	Eukaryota;Annelida;Haplotaxida;Enchytraeidae;Enchytraeus;Enchytraeus christenseni
SRR11808872:1400070.617354	3	Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Altica;Altica carinata
SRR11808872:1400210.620895	3	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Omoedus;Omoedus meyeri
SRR11808872:1437440.625356	3	Eukaryota;Arthropoda;Protura;Protura;Sinentomidae;Sinentomon;Sinentomon erythranum
SRR11808872:1437960.626288	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Pyralidae;Ortholepis;Ortholepis pasadamia
SRR11808872:1439200.604503	3	Eukaryota;Nematoda;Enoplea;Mermithida;Mermithidae;Romanomermis;Romanomermis iyengari
SRR11808872:145260.619513	3	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1479890.600918	3	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1489340.602567	3	Eukaryota;Arthropoda;Arachnida;Scorpiones;Chactidae;Uroctonus;Uroctonus mordax
SRR11808872:1495970.616858	3	Eukaryota;Nematoda;Enoplea;Mermithida;Mermithidae;Romanomermis;Romanomermis iyengari
SRR11808872:1503850.601041	3	Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Stichopathes;Stichopathes lutkeni
SRR11808872:1523650.614153	3	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Omoedus;Omoedus meyeri
SRR11808872:1526870.610552	3	Eukaryota;Annelida;Haplotaxida;Naididae;Aulodrilus;Aulodrilus pluriseta
SRR11808872:153540.615297	3	Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Laomedea;Laomedea calceolifera
SRR11808872:1538000.613447	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Marrus;Marrus orthocanna
SRR11808872:1549050.614717	3	Eukaryota;Arthropoda;Insecta;Hemiptera;Clastopteridae;Clastoptera;Clastoptera brunnea
SRR11808872:1553150.601646	3	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Hydractiniidae;Clava;Clava multicornis
SRR11808872:1561970.612334	3	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1571090.613373	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya reticulata
SRR11808872:1576250.614780	3	Eukaryota;Arthropoda;Insecta;Orthoptera;Acrididae;Phlaeoba;Phlaeoba albonema
SRR11808872:157740.611582	3	Eukaryota;Arthropoda;Insecta;Neuroptera;Chrysopidae;Chrysoperla;Chrysoperla pudica
SRR11808872:15830.613666	3	Eukaryota;Arthropoda;Insecta;Coleoptera;Staphylinidae;Amaurodera;Amaurodera yaoana
SRR11808872:1591570.600100	3	Eukaryota;Mollusca;Gastropoda;Turridae;Gemmula;Gemmula sogodensis
SRR11808872:1601760.609483	3	Eukaryota;Cnidaria;Scyphozoa;Coronatae;Nausithoidae;Nausithoe;Nausithoe atlantica
SRR11808872:1651470.615524	3	Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Alcyoniidae;Cladiella;Cladiella australis
SRR11808872:1675270.613831	3	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Ceratina;Ceratina binghami
SRR11808872:1675770.632599	3	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Macrocentrus;Macrocentrus camphoraphilus
SRR11808872:170080.609523	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia rubriversa
SRR11808872:1702860.601760	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Apolemiidae;Apolemia;Apolemia lanosa
SRR11808872:1716730.612565	3	Eukaryota;Arthropoda;Insecta;Archaeognatha;Machilidae;Songmachilis;Songmachilis xinxiangensis
SRR11808872:1738820.619041	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Chlosyne;Chlosyne gabbii
SRR11808872:1750720.610005	3	Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica
SRR11808872:175500.638304	3	Eukaryota;Arthropoda;Insecta;Diptera;Tachinidae;Elodia;Elodia flavipalpis
SRR11808872:177210.646953	3	Eukaryota;Porifera;Demospongiae;Poecilosclerida;Raspailiidae;Endectyon;Endectyon delaubenfelsi
SRR11808872:1772320.611825	3	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Neotibicen;Neotibicen auriferus
SRR11808872:177420.606525	3	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Hydractiniidae;Clava;Clava multicornis
SRR11808872:1775860.616532	3	Eukaryota;Nematoda;Enoplea;Mermithida;Mermithidae;Romanomermis;Romanomermis iyengari
SRR11808872:1792560.604635	3	Eukaryota;Arthropoda;Insecta;Siphonaptera;Stivaliidae;Lentistivalius;Lentistivalius insolli
SRR11808872:1792910.633549	3	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
SRR11808872:1799810.601022	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Eresia;Eresia nauplius
SRR11808872:1801350.600588	3	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1813320.604624	3	Eukaryota;Mollusca;Gastropoda;Nudibranchia;Polyceridae;Roboastra;Roboastra europaea
SRR11808872:1825170.600356	3	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha
SRR11808872:1829820.605319	3	Eukaryota;Porifera;Demospongiae;Poecilosclerida;Raspailiidae;Endectyon;Endectyon delaubenfelsi
SRR11808872:1832010.617323	3	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Polyorchidae;Polyorchis;Polyorchis penicillatus
SRR11808872:1834770.614229	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Geometridae;Gnophos;Gnophos pfeifferi
SRR11808872:1854820.618461	3	Eukaryota;Platyhelminthes;Cestoda;Cyclophyllidea;Dipylidiidae;Dipylidium;Dipylidium caninum
