OTU	ERR1308201	classification
ERR1308201:1878250.621861	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Tortricidae;Pandemis;Pandemis lamprosana
ERR1308201:1911880.613411	3	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles sexnotatus
ERR1308201:1923000.612227	3	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Phanerotoma;Phanerotoma flava
ERR1308201:1924840.605557	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila pseudobaimaii
ERR1308201:1958310.601260	3	Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Phanerotoma;Phanerotoma flava
ERR1308201:1989620.626800	3	Eukaryota;Arthropoda;Insecta;Coleoptera;Coccinellidae;Chilocorus;Chilocorus renipustulatus
ERR1308201:2267760.607755	3	Eukaryota;Mollusca;Gastropoda;Camaenidae;Camaena;Camaena cicatricosa
ERR1308201:2277160.601468	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Metriocnemus;Metriocnemus eurynotus
ERR1308201:2546110.619977	3	Eukaryota;Mollusca;Gastropoda;Lymnaeidae;Radix;Radix swinhoei
ERR1308201:2637610.619629	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chaetocladius;Chaetocladius dissipatus
